"","Paper_id","Group_RV","main_group","group_metric","Group_finelevel","summary_statement2"
"127",28,"Crop Production","Yields","Grain (Soybean)","mono","28 A split-plot randomized complete block design study with 4 replications was conducted at 4 sites from 2009-2012 in Ames, IA, Crawfordsville, IA, Lewis, IA, Nashua, IA investigating the effects of cover crops and fertilization rate in a maize/soybean system (Pantoja et al., 2015).  28 Plots received one of the following cover crop treatments: cereal rye cv. Wheeler @ 70 kg/ha, winter fallow (control). 28 Cover crops were no-till drilled between September-October. 28 Plots were 20.7936 sq m. Unlike maize grain yields in this study, soybean grain yields were unaffected by winter rye cover crops compared to winter fallow at all fertility levels."
"128",28,"Soil","Chemical","Nitrate (Maize)","mono","28 A split-plot randomized complete block design study with 4 replications was conducted at 4 sites from 2009-2012 in Ames, IA, Crawfordsville, IA, Lewis, IA, Nashua, IA investigating the effects of cover crops and fertilization rate in a maize/soybean system (Pantoja et al., 2015).  28 Plots received one of the following cover crop treatments: cereal rye cv. Wheeler @ 70 kg/ha, winter fallow (control). 28 Cover crops were no-till drilled between September-October. 28 Plots were 20.7936 sq m. ""Spring profile NO3–N was measured only in corn plots with no nitrogen application. The NO3–N was low at the time of rye cover crop control, and with 15 kg N ha-1 less with rye cover crop than no-rye cover crop. However, there was no difference from the rye cover crop in early June. Soil NO3–N increased slightly with the rye cover crop from the preplant sampling to early June (8 kg N ha-1 increase), indicating some net nitrogen recycling to soil in the rye cover crop system; whereas with no-rye cover crop there was a slight decrease (4 kg N ha-1 less). In either case, change in soil NO3–N was not large. """
"129",28,"Soil","Chemical","Nitrate (Post Harvest)","mono","28 A split-plot randomized complete block design study with 4 replications was conducted at 4 sites from 2009-2012 in Ames, IA, Crawfordsville, IA, Lewis, IA, Nashua, IA investigating the effects of cover crops and fertilization rate in a maize/soybean system (Pantoja et al., 2015).  28 Plots received one of the following cover crop treatments: cereal rye cv. Wheeler @ 70 kg/ha, winter fallow (control). 28 Cover crops were no-till drilled between September-October. 28 Plots were 20.7936 sq m. ""Spring profile NO3–N was measured only in corn plots with no nitrogen application. The NO3–N was low at the time of rye cover crop control, and with 15 kg N ha-1 less with rye cover crop than no-rye cover crop. However, there was no difference from the rye cover crop in early June. Soil NO3–N increased slightly with the rye cover crop from the preplant sampling to early June (8 kg N ha-1 increase), indicating some net nitrogen recycling to soil in the rye cover crop system; whereas with no-rye cover crop there was a slight decrease (4 kg N ha-1 less). In either case, change in soil NO3–N was not large. """
"130",28,"Soil","Chemical","Nitrate (Preplant)","mono","28 A split-plot randomized complete block design study with 4 replications was conducted at 4 sites from 2009-2012 in Ames, IA, Crawfordsville, IA, Lewis, IA, Nashua, IA investigating the effects of cover crops and fertilization rate in a maize/soybean system (Pantoja et al., 2015).  28 Plots received one of the following cover crop treatments: cereal rye cv. Wheeler @ 70 kg/ha, winter fallow (control). 28 Cover crops were no-till drilled between September-October. 28 Plots were 20.7936 sq m. ""Spring profile NO3–N was measured only in corn plots with no nitrogen application. The NO3–N was low at the time of rye cover crop control, and with 15 kg N ha-1 less with rye cover crop than no-rye cover crop. However, there was no difference from the rye cover crop in early June. Soil NO3–N increased slightly with the rye cover crop from the preplant sampling to early June (8 kg N ha-1 increase), indicating some net nitrogen recycling to soil in the rye cover crop system; whereas with no-rye cover crop there was a slight decrease (4 kg N ha-1 less). In either case, change in soil NO3–N was not large. """
"131",29,"Pest Regulation","Invertebrates","Predator community inhabiting foliage (#)","mono","29 A randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2006-2008 and 2006-2007 in Austin, MN, Felton, MN, Lamberton, MN, Rosemount, MN investigating the effects of cover crops in a soybean system (Koch et al., 2015).  29 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 67-157 kg/ha, winter fallow (control). 29 Cover crops were no-till drilled between September-October. 29 Plots were 0.57 sq m or 0.51 sq m or 0.21 sq m or 0.500000000000001 sq m. Significant differences in predator abundance were found between treatments at three of five location-years (predators were not recorded at one location-year). When these differences occurred, predators were more abundant on soybean without the cover crop, which is where aphid abundance was greatest. This suggests that predators were responding more to aphid density than to plant diversity or the rye cover crop per se."
"132",29,"Pest Regulation","Invertebrates","Soybean Aphid (#)","mono","29 A randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2006-2008 and 2006-2007 in Austin, MN, Felton, MN, Lamberton, MN, Rosemount, MN investigating the effects of cover crops in a soybean system (Koch et al., 2015).  29 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 67-157 kg/ha, winter fallow (control). 29 Cover crops were no-till drilled between September-October. 29 Plots were 0.57 sq m or 0.51 sq m or 0.21 sq m or 0.500000000000001 sq m. ""In the present on-farm evaluation of this cover cropping system, A. glycines populations on soybean were suppressed in the system with the rye cover crop at five of six location-years.""
crop remain to be determined. 29 A randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2006-2008 and 2006-2007 in Austin, MN, Felton, MN, Lamberton, MN, Rosemount, MN investigating the effects of cover crops in a soybean system (Koch et al., 2015).  29 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 67-157 kg/ha, winter fallow (control). 29 Cover crops were no-till drilled between September-October. 29 Plots were 0.57 sq m or 0.51 sq m or 0.21 sq m or 0.500000000000001 sq m. ""The exposure analysis examining the biological control potential (i.e. cumulative predator-days per aphid) in the plots, revealed no significant differences between treatments at any location-year; however, at Lamberton in 2006, cumulative predator-days per aphid could be considered marginally higher in plots with rye compared with without rye (P=0.0586). Parasitoids were not included in analyses because only 16 parasitized aphids (i.e. mummies) were observed across all sample dates of all location-years (R. L. Koch, unpublished data)."""
"133",30,"Water","Runoff","Nitrate","mono","30 A randomized complete block design study with 4 replications was conducted at 1 site from 2010-2014 in Ames, IA investigating the effects of cropping system in a maize system (Daigh et al., 2015).  30 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye. 30Cover crops were drilled. 30 Plots were 729 sq m. Winter rye cover crop reduced subsurface nitrate yields and concentrations, but has no significant effect on phosphorous leachates."
"134",30,"Water","Runoff","Phosphorous","mono","30 A randomized complete block design study with 4 replications was conducted at 1 site from 2010-2014 in Ames, IA investigating the effects of cropping system in a maize system (Daigh et al., 2015).  30 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye. 30Cover crops were drilled. 30 Plots were 729 sq m. Flow-weighted total reactive phosphorous concentrations of subsurface drainage waters collected twice weekly were generally low when compared with other reports in the literature, ranging from <0.005 to 2.68 mg TRP L-1 with 0.04, 0.02, and 317 as the mean, median, and percent coefficient of variation, respectively. In contrast to the cumulative annual NO3–N yields, cumulative annual total reactive phosphorous yields did not significantly differ among cropping systems."
"135",31,"Crop Production","Yields","Grain (Maize)","mix_2","31 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2002-2004 in Urbana, IL investigating the effects of cover crops and fertilization rate in a maize system (Miguez & Bollero, 2006).  31 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 90 kg/ha, hairy vetch @ 34 kg/ha, cereal rye + hairy vetch @ 68 and 28 kg/ha. 31 Cover crops were drilled between September-October. 31 Plots were 81 sq m. Maize grown following hairy vetch cover crops consistently out performed maize grown after rye, rye/vetch mixture, and winter fallow even with fertilizers added (0, 90, 180, 270 kg N / ha). Maize productivity was stunted when grown after rye cover crops compared to all treatments examined including winter fallow."
"136",31,"Crop Production","Yields","Grain (Maize)","mono","31 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2002-2004 in Urbana, IL investigating the effects of cover crops and fertilization rate in a maize system (Miguez & Bollero, 2006).  31 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 90 kg/ha, hairy vetch @ 34 kg/ha, cereal rye + hairy vetch @ 68 and 28 kg/ha. 31 Cover crops were drilled between September-October. 31 Plots were 81 sq m. Maize grown following hairy vetch cover crops consistently out performed maize grown after rye, rye/vetch mixture, and winter fallow even with fertilizers added (0, 90, 180, 270 kg N / ha). Maize productivity was stunted when grown after rye cover crops compared to all treatments examined including winter fallow."
"137",31,"Crop Production","Yields","Stover Biomass","mix_2","31 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2002-2004 in Urbana, IL investigating the effects of cover crops and fertilization rate in a maize system (Miguez & Bollero, 2006).  31 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 90 kg/ha, hairy vetch @ 34 kg/ha, cereal rye + hairy vetch @ 68 and 28 kg/ha. 31 Cover crops were drilled between September-October. 31 Plots were 81 sq m. Maize grown following hairy vetch cover crops consistently out performed maize grown after rye, rye/vetch mixture, and winter fallow even with fertilizers added (0, 90, 180, 270 kg N / ha). Maize productivity was stunted when grown after rye cover crops compared to all treatments examined including winter fallow. 31 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2002-2004 in Urbana, IL investigating the effects of cover crops and fertilization rate in a maize system (Miguez & Bollero, 2006).  31 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 90 kg/ha, hairy vetch @ 34 kg/ha, cereal rye + hairy vetch @ 68 and 28 kg/ha. 31 Cover crops were drilled between September-October. 31 Plots were 81 sq m. Maize grown following hairy vetch cover crops consistently out performed maize grown after rye, rye/vetch mixture, and winter fallow."
"138",31,"Crop Production","Yields","Stover Biomass","mono","31 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2002-2004 in Urbana, IL investigating the effects of cover crops and fertilization rate in a maize system (Miguez & Bollero, 2006).  31 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 90 kg/ha, hairy vetch @ 34 kg/ha, cereal rye + hairy vetch @ 68 and 28 kg/ha. 31 Cover crops were drilled between September-October. 31 Plots were 81 sq m. Maize grown following hairy vetch cover crops consistently out performed maize grown after rye, rye/vetch mixture, and winter fallow even with fertilizers added (0, 90, 180, 270 kg N / ha). Maize productivity was stunted when grown after rye cover crops compared to all treatments examined including winter fallow. 31 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2002-2004 in Urbana, IL investigating the effects of cover crops and fertilization rate in a maize system (Miguez & Bollero, 2006).  31 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 90 kg/ha, hairy vetch @ 34 kg/ha, cereal rye + hairy vetch @ 68 and 28 kg/ha. 31 Cover crops were drilled between September-October. 31 Plots were 81 sq m. Maize grown following hairy vetch cover crops consistently out performed maize grown after rye, rye/vetch mixture, and winter fallow."
"139",32,"Soil","Biological","Microbial Biomass","mono","32 A randomized complete block design study with 4 replications was conducted at 1 site from 2009-2010 in Urbana, IL investigating the effects of cover crops in a maize/soybean system (Blesh & Drinkwater, 2014).  32 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 150 kg/ha. 32Cover crops were broadcasted. 32 Plots were 265.69 sq m. Growing a rye cover crop following maize consistently reduces quanitites of soil nitrogen."
"140",32,"Soil","Chemical","Ammonium (Preplant)","mono","32 A randomized complete block design study with 4 replications was conducted at 1 site from 2009-2010 in Urbana, IL investigating the effects of cover crops in a maize/soybean system (Blesh & Drinkwater, 2014).  32 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 150 kg/ha. 32Cover crops were broadcasted. 32 Plots were 265.69 sq m. Growing a rye cover crop following maize consistently reduces quanitites of soil nitrogen."
"141",32,"Soil","Chemical","Nitrate (Preplant)","mono","32 A randomized complete block design study with 4 replications was conducted at 1 site from 2009-2010 in Urbana, IL investigating the effects of cover crops in a maize/soybean system (Blesh & Drinkwater, 2014).  32 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 150 kg/ha. 32Cover crops were broadcasted. 32 Plots were 265.69 sq m. Growing a rye cover crop following maize consistently reduces quanitites of soil nitrogen."
"142",32,"Soil","Chemical","Soil Organic Matter","mono","32 A randomized complete block design study with 4 replications was conducted at 1 site from 2009-2010 in Urbana, IL investigating the effects of cover crops in a maize/soybean system (Blesh & Drinkwater, 2014).  32 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 150 kg/ha. 32Cover crops were broadcasted. 32 Plots were 265.69 sq m. Growing a rye cover crop following maize consistently reduces quanitites of soil nitrogen."
"143",32,"Soil","Chemical","Total Nitrogen","mono","32 A randomized complete block design study with 4 replications was conducted at 1 site from 2009-2010 in Urbana, IL investigating the effects of cover crops in a maize/soybean system (Blesh & Drinkwater, 2014).  32 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 150 kg/ha. 32Cover crops were broadcasted. 32 Plots were 265.69 sq m. Growing a rye cover crop following maize consistently reduces quanitites of soil nitrogen."
"144",32,"Water","Runoff","Nitrate","mono","32 A randomized complete block design study with 4 replications was conducted at 1 site from 2009-2010 in Urbana, IL investigating the effects of cover crops in a maize/soybean system (Blesh & Drinkwater, 2014).  32 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 150 kg/ha. 32Cover crops were broadcasted. 32 Plots were 265.69 sq m. Growing a rye cover crop following maize consistently reduces quanitites of soil nitrogen."
"145",33,"Crop Production","Stand Count","Seedling Density","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. Soybean population was greatest when radish, radish/buckwheat, or no cover crop was grown. Soybean densities decreased when radish/hairy vetch, radish/triticale, or radish/rye preceeded soybean. Yields were most reduced with radish/rye cover crops."
"146",33,"Crop Production","Stand Count","Seedling Density","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. Soybean population was greatest when radish, radish/buckwheat, or no cover crop was grown. Soybean densities decreased when radish/hairy vetch, radish/triticale, or radish/rye preceeded soybean. Yields were most reduced with radish/rye cover crops."
"147",33,"Crop Production","Yields","Grain (Soybean)","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. Soybean yields were similar among radish, radish/buckwheat, radish/hairy vetch, radish/rye, and winter fallow treatments. Reduced yields were observed with radish/rye and radish triticale cover crops."
"148",33,"Crop Production","Yields","Grain (Soybean)","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. Soybean yields were similar among radish, radish/buckwheat, radish/hairy vetch, radish/rye, and winter fallow treatments. Reduced yields were observed with radish/rye and radish triticale cover crops."
"149",33,"Soil","Chemical","Nitrate (Preplant)","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. All cover crops tested reduced soil nitrate levels. Radish mixed with triticale, rye or hairvy vetch reduced  soil nitrate levels the most."
"150",33,"Soil","Chemical","Nitrate (Preplant)","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. All cover crops tested reduced soil nitrate levels. Radish mixed with triticale, rye or hairvy vetch reduced  soil nitrate levels the most."
"151",33,"Soil","Chemical","Phosphorous","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the amont of available phosphorous in the soil."
"152",33,"Soil","Chemical","Phosphorous","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the amont of available phosphorous in the soil."
"153",33,"Soil","Chemical","Soil Carbon, 0-75 cm depth","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the amont of total carbon in the soil."
"154",33,"Soil","Chemical","Soil Carbon, 0-75 cm depth","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the amont of total carbon in the soil."
"155",33,"Soil","Chemical","Total Nitrogen","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the amont of total nitrogen in the soil."
"156",33,"Soil","Chemical","Total Nitrogen","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the amont of total nitrogen in the soil."
"157",33,"Soil","Physical","Soil Aggregates","mix_2","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the percent of water stable aggregates in the soil."
"158",33,"Soil","Physical","Soil Aggregates","mono","33 A 6 x 3 factorial completely randomized design study with 2 replications was conducted at 1 site from 2010-2012 in Urbana, IL investigating the effects of compaction and cover crops in a soybean system (Acuna & Villamil, 2014).  33 Plots received one of the following cover crop treatments: winter fallow (control), radish @ 10 kg/ha, radish + buckwheat @ 5 and 45 kg/ha, radish + hairy vetch @ 5 and 30 kg/ha, radish + cereal rye @ 5 and 28 kg/ha, radish + winter triticale @ 5 and 38 kg/ha. 33Cover crops were terminated with herbicide. 33 Plots were 37.0881 sq m. After one year of cover crops, there were no significant changes in the percent of water stable aggregates in the soil."
"159",34,"Crop Production","Yields","Grain (Soybean)","mix_2","34 A split-plot randomized complete block design study with 4 replications was conducted at 2 sites from 2001-2003 in Brownstown, IL, Urbana, IL investigating the effects of crop rotation and fertilization rate in a maize/soybean system (Ruffo et al., 2004).  34 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye (maize) / cereal rye (soybean) @ 90 kg/ha (rye), hairy vetch (maize) / cereal rye (soybean) @ 90 kg/ha (rye), hairy vetch + cereal rye (maize) / cereal rye (soybean) @ 90 kg/ha (rye).  34 Plots were 81 sq m. Soybean grain yield was not affected by the treatments. Grand mean soybean grain yields was 2.8 Mg / ha. The variance component of the random effect of year (0.43 Mg2 / ha2) was 2.5 times larger than the residual (0.17 Mg2 / ha2). Thus, most of the variation in yields was due to the differences in environmental conditions experienced each year. The small contributions of the variance components of year x rotation (0 Mg2 / ha2) and year x N rate (0.01 Mg2 / ha2) interactions suggest that the weather conditions affected treatments equally and were the major determinant of grain yield."
"160",34,"Crop Production","Yields","Grain (Soybean)","mono","34 A split-plot randomized complete block design study with 4 replications was conducted at 2 sites from 2001-2003 in Brownstown, IL, Urbana, IL investigating the effects of crop rotation and fertilization rate in a maize/soybean system (Ruffo et al., 2004).  34 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye (maize) / cereal rye (soybean) @ 90 kg/ha (rye), hairy vetch (maize) / cereal rye (soybean) @ 90 kg/ha (rye), hairy vetch + cereal rye (maize) / cereal rye (soybean) @ 90 kg/ha (rye).  34 Plots were 81 sq m. Soybean grain yield was not affected by the treatments. Grand mean soybean grain yields was 2.8 Mg / ha. The variance component of the random effect of year (0.43 Mg2 / ha2) was 2.5 times larger than the residual (0.17 Mg2 / ha2). Thus, most of the variation in yields was due to the differences in environmental conditions experienced each year. The small contributions of the variance components of year x rotation (0 Mg2 / ha2) and year x N rate (0.01 Mg2 / ha2) interactions suggest that the weather conditions affected treatments equally and were the major determinant of grain yield."
"161",35,"Crop Production","Yields","Grain (Maize)","mono","35 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2001-2004 in Hancock, WI investigating the effects of cover crops and fertilization rate in a maize system (Andraski & Bundy, 2005).  35 Plots received one of the following cover crop treatments: oat cv. Gem @ 115 kg/ha, cereal rye cv. Spooner @ 145 kg/ha, cereal rye (top growth removed) cv. Spooner @ 145 kg/ha, winter triticale cv. Wolf River @ 145 kg/ha, winter fallow (control). 35Cover crops were terminated with tillage. 35 Plots were an undescribed size. ""Subsequent corn grain yields were significantly higher in 2 of 3 years where cover crops were grown and were simliar following winter-filled oat, winter triticale, and winter rye with and without the top growth removed. The lack of significant grain yield differences between the rye cover crop with and without the top growth removed suggests that any benefical cover crop effect is mainly associated with the presence of a cover crop in the crop sequence rather than the top growth. In addition to the general benefit of providing wind erosion control on sandy soils, results from this study show that fall-planted cover crops such as oat, winter triticale, and winter rye can provide significant yield benefits to the subsequent corn crop at slightly lower nitrogen fertilizer rates (20 kg / ha) in some years."""
"162",35,"Soil","Chemical","Nitrate (Preplant)","mono","35 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2001-2004 in Hancock, WI investigating the effects of cover crops and fertilization rate in a maize system (Andraski & Bundy, 2005).  35 Plots received one of the following cover crop treatments: oat cv. Gem @ 115 kg/ha, cereal rye cv. Spooner @ 145 kg/ha, cereal rye (top growth removed) cv. Spooner @ 145 kg/ha, winter triticale cv. Wolf River @ 145 kg/ha, winter fallow (control). 35Cover crops were terminated with tillage. 35 Plots were an undescribed size. Compared to winter fallow, soil nitrate levels following cover crop termination were relatively unaffected by the winter cover crops used in this three year study (winter triticale, winter-filled oat, and winter rye). The only exception being winter triticale which had reduced soil nitrate levels in the second year of the study only."
"163",36,"Crop Production","Yields","Grain (Maize)","mix_2","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. Averaged over 6 years, corn yields of the no-cover crop control and the oat treatment were greater than those of the rye and oat-rye treatments."
"164",36,"Crop Production","Yields","Grain (Maize)","mono","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. Averaged over 6 years, corn yields of the no-cover crop control and the oat treatment were greater than those of the rye and oat-rye treatments."
"165",36,"Crop Production","Yields","Grain (Soybean)","mix_2","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. ""Cover crop treatments and the interaction of cover crops and years did not have a significant effect on soybean yields. Cover crops were overseeded into soybean in late August at about the time that soybean plants usually began losing leaves and had almost finished seed fill."""
