"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_trtspecifics","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_details","Trt2_name","Trt2_details","group_level1","group_level2","group_level3","nutrient_groups","Review"
422,137,"2002-3","0","annual nitrate load","in drainage tiles","","1","mg N/L","Tukey","mean","0",4,NA,72.6,"1",4,"",41.1,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
423,137,"2002-3","0","annual nitrate load","in drainage tiles","","1","mg N/L","Tukey","mean","0",5,NA,69,"1",5,"",59.7,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
424,137,"2002-3","0","annual nitrate load","in drainage tiles","","1","mg N/L","Tukey","mean","0",5,NA,69,"2",5,"",36.7,"0.05","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
425,137,"2002-3","0","annual nitrate load","in drainage tiles","","1","mg N/L","Tukey","mean","1",5,NA,59.7,"2",5,"",36.7,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
426,137,"2002-3","0","annual nitrate load","in drainage tiles","","1","mg N/L","Tukey","mean","0",6,NA,85.5,"1",6,"",73.9,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
427,137,"2002-3","0","annual nitrate load","in drainage tiles","","2","mg N/L","Tukey","mean","0",4,NA,8.4,"1",4,"",12.5,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
428,137,"2002-3","0","annual nitrate load","in drainage tiles","","2","mg N/L","Tukey","mean","0",5,NA,24.1,"1",5,"",15.2,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
429,137,"2002-3","0","annual nitrate load","in drainage tiles","","2","mg N/L","Tukey","mean","0",5,NA,24.1,"2",5,"",7.5,"0.05","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
430,137,"2002-3","0","annual nitrate load","in drainage tiles","","2","mg N/L","Tukey","mean","1",5,NA,15.2,"2",5,"",7.5,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
431,137,"2002-3","0","annual nitrate load","in drainage tiles","","2","mg N/L","Tukey","mean","0",6,NA,17.4,"1",6,"",17.4,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
432,137,"2002-3","0","annual nitrate load","in drainage tiles","","3","mg N/L","Tukey","mean","0",4,NA,27.1,"1",4,"",11.5,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
433,137,"2002-3","0","annual nitrate load","in drainage tiles","","3","mg N/L","Tukey","mean","0",5,NA,31.8,"1",5,"",8,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
434,137,"2002-3","0","annual nitrate load","in drainage tiles","","3","mg N/L","Tukey","mean","0",5,NA,31.8,"2",5,"",10.3,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
435,137,"2002-3","0","annual nitrate load","in drainage tiles","","3","mg N/L","Tukey","mean","1",5,NA,8,"2",5,"",10.3,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
436,137,"2002-3","0","annual nitrate load","in drainage tiles","","3","mg N/L","Tukey","mean","0",6,NA,36.3,"1",6,"",20.7,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
437,137,"2002-3","0","maize grain yield","","","1","Mg/ha","Tukey","mean","0",4,NA,6.8,"1",4,"",6.6,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
438,137,"2002-3","0","maize grain yield","","","1","Mg/ha","Tukey","mean","0",5,NA,8.4,"1",5,"",8.5,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
439,137,"2002-3","0","maize grain yield","","","1","Mg/ha","Tukey","mean","0",5,NA,8.4,"2",5,"",8.9,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
440,137,"2002-3","0","maize grain yield","","","1","Mg/ha","Tukey","mean","1",5,NA,8.5,"2",5,"",8.9,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
441,137,"2002-3","0","maize grain yield","","","1","Mg/ha","Tukey","mean","0",6,NA,8.6,"1",6,"",9.4,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
442,137,"2002-3","0","maize grain yield","","","2","Mg/ha","Tukey","mean","0",4,NA,10.2,"1",4,"",10.8,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
443,137,"2002-3","0","maize grain yield","","","2","Mg/ha","Tukey","mean","0",5,NA,13,"1",5,"",13.4,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
444,137,"2002-3","0","maize grain yield","","","2","Mg/ha","Tukey","mean","0",5,NA,13,"2",5,"",13.1,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
445,137,"2002-3","0","maize grain yield","","","2","Mg/ha","Tukey","mean","1",5,NA,13.4,"2",5,"",13.1,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
446,137,"2002-3","0","maize grain yield","","","2","Mg/ha","Tukey","mean","0",6,NA,13.4,"1",6,"",14,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
447,137,"2002-3","0","maize grain yield","","","3","Mg/ha","Tukey","mean","0",4,NA,5.6,"1",4,"",7.2,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
448,137,"2002-3","0","maize grain yield","","","3","Mg/ha","Tukey","mean","0",5,NA,8.2,"1",5,"",9.9,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
449,137,"2002-3","0","maize grain yield","","","3","Mg/ha","Tukey","mean","0",5,NA,8.2,"2",5,"",9.9,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
450,137,"2002-3","0","maize grain yield","","","3","Mg/ha","Tukey","mean","1",5,NA,9.9,"2",5,"",9.9,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
451,137,"2002-3","0","maize grain yield","","","3","Mg/ha","Tukey","mean","0",6,NA,9.6,"1",6,"",10.6,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
452,137,"2002-3","0","yield-scaled nitrate load","","","1","kg N/Mg","Tukey","mean","0",4,NA,10.8,"1",4,"",6.2,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
453,137,"2002-3","0","yield-scaled nitrate load","","","1","kg N/Mg","Tukey","mean","0",5,NA,8.2,"1",5,"",7,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
454,137,"2002-3","0","yield-scaled nitrate load","","","1","kg N/Mg","Tukey","mean","0",5,NA,8.2,"2",5,"",4,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
455,137,"2002-3","0","yield-scaled nitrate load","","","1","kg N/Mg","Tukey","mean","1",5,NA,7,"2",5,"",4,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
456,137,"2002-3","0","yield-scaled nitrate load","","","1","kg N/Mg","Tukey","mean","0",6,NA,10,"1",6,"",8,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
457,137,"2002-3","0","yield-scaled nitrate load","","","2","kg N/Mg","Tukey","mean","0",4,NA,1,"1",4,"",1.2,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
458,137,"2002-3","0","yield-scaled nitrate load","","","2","kg N/Mg","Tukey","mean","0",5,NA,2,"1",5,"",1.1,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
459,137,"2002-3","0","yield-scaled nitrate load","","","2","kg N/Mg","Tukey","mean","0",5,NA,2,"2",5,"",0.6,"0.05","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
460,137,"2002-3","0","yield-scaled nitrate load","","","2","kg N/Mg","Tukey","mean","1",5,NA,1.1,"2",5,"",0.6,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
461,137,"2002-3","0","yield-scaled nitrate load","","","2","kg N/Mg","Tukey","mean","0",6,NA,1.3,"1",6,"",1.2,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
462,137,"2002-3","0","yield-scaled nitrate load","","","3","kg N/Mg","Tukey","mean","0",4,NA,4.9,"1",4,"",1.5,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
463,137,"2002-3","0","yield-scaled nitrate load","","","3","kg N/Mg","Tukey","mean","0",5,NA,2.3,"1",5,"",0.8,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
464,137,"2002-3","0","yield-scaled nitrate load","","","3","kg N/Mg","Tukey","mean","0",5,NA,2.3,"2",5,"",1,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
465,137,"2002-3","0","yield-scaled nitrate load","","","3","kg N/Mg","Tukey","mean","1",5,NA,0.8,"2",5,"",1,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
466,137,"2002-3","0","yield-scaled nitrate load","","","3","kg N/Mg","Tukey","mean","0",6,NA,3.7,"1",6,"",2,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
467,137,"2002-3","0","yield-scaled nitrate concentration","","","1","mg N/L/Mg","Tukey","mean","0",4,NA,1.6,"1",4,"",1.3,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
468,137,"2002-3","0","yield-scaled nitrate concentration","","","1","mg N/L/Mg","Tukey","mean","0",5,NA,1.6,"1",5,"",1.2,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
469,137,"2002-3","0","yield-scaled nitrate concentration","","","1","mg N/L/Mg","Tukey","mean","0",5,NA,1.6,"2",5,"",0.8,"0.05","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
470,137,"2002-3","0","yield-scaled nitrate concentration","","","1","mg N/L/Mg","Tukey","mean","1",5,NA,1.2,"2",5,"",0.8,"0.05","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
471,137,"2002-3","0","yield-scaled nitrate concentration","","","1","mg N/L/Mg","Tukey","mean","0",6,NA,1.9,"1",6,"",1.1,"0.05","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
472,137,"2002-3","0","yield-scaled nitrate concentration","","","2","mg N/L/Mg","Tukey","mean","0",4,NA,1,"1",4,"",0.8,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
473,137,"2002-3","0","yield-scaled nitrate concentration","","","2","mg N/L/Mg","Tukey","mean","0",5,NA,1.1,"1",5,"",0.8,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
474,137,"2002-3","0","yield-scaled nitrate concentration","","","2","mg N/L/Mg","Tukey","mean","0",5,NA,1.1,"2",5,"",0.5,"0.05","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
