uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn
WOS:A1993LQ16200006,TILLAGE EFFECTS ON SELECTED PHYSICAL-PROPERTIES OF GRANTSBURG SILT LOAM,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,13-14,24,1509-1527,NA,1993,"KITUR, BK | OLSON, KR | SIEMENS, JC | PHILLIPS, SR",,NA,NA,LQ162,0010-3624,NA
WOS:000297277200004,Modeling gross primary production of irrigated and rain-fed maize using MODIS imagery and CO2 flux tower data,AGRICULTURAL AND FOREST METEOROLOGY,12,151,1514-1528,DEC 15,2011,"Kalfas, Joshua L. | Xiao, Xiangming | Vanegas, Diana X. | Verma, Shashi B. | Suyker, Andrew E.","Production efficiency model, Vegetation | Photosynthesis Model (VPM), Carbon | fluxes, C4 photosynthesis, Corn",10.1016/j.agrformet.2011.06.007,NA,851NG,0168-1923,NA
WOS:A1992LD80400002,"HERBICIDE AND NITRATE VARIATION IN ALLUVIUM UNDERLYING A CORN FIELD AT A SITE IN IOWA COUNTY, IOWA",WATER RESOURCES BULLETIN,6,28,1001-1011,NOV-DEC,1992,"KALKHOFF, SJ | DETROY, MG | CHERRYHOLMES, KL | KUZNIAR, RL",NONPOINT SOURCE POLLUTION | INFILTRATION | NUTRIENTS | HERBICIDES | ALLUVIAL AQUIFER,NA,NA,LD804,0043-1370,NA
WOS:000397407100006,An integrated approach to control glyphosate-resistant Ambrosia trifida with tillage and herbicides in glyphosate-resistant maize,WEED RESEARCH,2,57,112-122,APR,2017,"Ganie, Z. A. | Lindquist, J. L. | Jugulam, M. | Kruger, G. R. | Marx, D. B. | Jhala, A. J.",giant ragweed | competition | maize yield | late-season escapes | weed resistance management,10.1111/wre.12244,NA,EP5GN,0043-1737,NA
WOS:000255619200008,Interannual water vapor and energy exchange in an irrigated maize-based agroecosystem,AGRICULTURAL AND FOREST METEOROLOGY,3,148,417-427,MAR 13,2008,"Suyker, Andrew E. | Verma, Shashi B.",evapotranspiration | energy exchange | maize | soybean | canopy conductance,10.1016/j.agrformet.2007.10.005,NA,297LW,0168-1923,NA
WOS:000361048300018,Soil Response to Corn Residue Removal and Cover Crops in Eastern South Dakota,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,79,1179-1187,JUL-AUG,2015,"Wegner, Brianna R. | Kumar, Sandeep | Osborne, Shannon L. | Schumacher, Thomas E. | Vahyala, Ibrahim E. | Eynard, Anna",,10.2136/sssaj2014.10.0399,NA,CR0XZ,0361-5995,NA
WOS:000290212000027,Categorical Analysis of Spatial Variability in Economic Yield Response of Corn to Nitrogen Fertilization,AGRONOMY JOURNAL,3,103,796-804,MAY-JUN,2011,"Kyveryga, P. M. | Blackmer, T. M. | Caragea, P. C.",,10.2134/agronj2010.0411,NA,759AN,0002-1962,NA
WOS:000084993900021,Site-specific factors affecting corn response to starter fertilizer,JOURNAL OF PRODUCTION AGRICULTURE,4,12,664-670,OCT-DEC,1999,"Bundy, LG | Andraski, TW",,NA,NA,278MQ,0890-8524,NA
WOS:000233147100055,Biomass production of switchgrass in central South Dakota,CROP SCIENCE,6,45,2583-2590,NOV-DEC,2005,"Lee, DK | Boe, A",,NA,NA,982GW,0011-183X,NA
WOS:000351640800025,"Short-Term Stover, Tillage, and Nitrogen Management Affect Near-Surface Soil Organic Matter",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,1,79,251-260,JAN-FEB,2015,"Sindelar, Aaron J. | Lamb, John A. | Coulter, Jeffrey A.",,10.2136/sssaj2014.08.0337,NA,CE2JB,0361-5995,NA
WOS:000380953000007,Agroecological approaches to mitigate increasing limitation of corn yields by water availability,AGRICULTURE AND CLIMATE CHANGE - ADAPTING CROPS TO INCREASED UNCERTAINTY (AGRI 2015),NA,29,11-12,NA,2015,"Gaudin, Amelie C. M. | Tolhurst, Tor | Ker, Alan | Martin, Ralph | Deen, Willima",,10.1016/j.proenv.2015.07.129,NA,BF4HW,1878-0296,NA
WOS:000083880600005,Soil compaction and tillage effects on soil physical properties of a mollic ochraqualf in northwest Ohio,JOURNAL OF SUSTAINABLE AGRICULTURE,4,14,53-65,NA,1999,"Lal, R",cereal | grains | intercropping | Nigeria | oil palm (Elaeis guineensis Jacq) | sex-ratio | soil pH | soil nutrients | sustainable agriculture,NA,NA,259EB,1044-0046,NA
WOS:000287679500019,Number of Solaria Needed to Predict Weed Seedlings in Two Summer Crops,WEED TECHNOLOGY,1,25,113-118,JAN-MAR,2011,"Eyherabide, Juan J. | Cendoya, Maria G. | Forcella, Frank | Irazazabal, Marisol",Bioeconomic models | site-specific weed management | weed control | weed seedling prediction | weed | thresholds,10.1614/WT-D-10-00071.1,NA,725XF,0890-037X,NA
WOS:000248022500005,Soil water depletion and recharge under ten crop species and applications to the principles of dynamic cropping systems,AGRONOMY JOURNAL,4,99,931-938,JUL-AUG,2007,"Merrill, Stephen D. | Tanaka, Donald L. | Krupinsky, Joseph M. | Liebig, Mark A. | Hanson, Jonathan D.",,10.2134/agronj2006.0134,NA,189XS,0002-1962,NA
WOS:000383316400005,Regional climatological probabilities to increase success and reduce risk in rain-fed cover crop management,JOURNAL OF SOIL AND WATER CONSERVATION,5,71,377-384,SEP-OCT,2016,"Svoma, B. M. | Gantzer, C. J.",cover crops | evapotranspiration | soil health | soil water | termination date,10.2489/jswc.71.5.377,NA,DW0FN,0022-4561,NA
WOS:000246567400030,Impacts of variable-rate phosphorus fertilization based on dense grid soil sampling on soil-test phosphorus and grain yield of corn and soybean,AGRONOMY JOURNAL,3,99,822-832,MAY-JUN,2007,"Bermudez, Manuel | Mallarino, Antonio P.",,10.2134/agronj2006.0172,NA,169BJ,0002-1962,NA
WOS:000259414000032,"Variability of soil properties, early phosphorus and potassium uptake, and incidence of pests and weeds in relation to soybean grain yield",AGRONOMY JOURNAL,5,100,1450-1462,SEP-OCT,2008,"Sawchik, Jorge | Mallarino, Antonio P.",,10.2134/agronj2007.0303,NA,351GZ,0002-1962,NA
WOS:000081646800004,Evaluation of the root zone water quality model using field-measured data from the Missouri MSEA,AGRONOMY JOURNAL,2,91,183-192,MAR-APR,1999,"Ghidey, F | Alberts, EE | Kitchen, NR",,NA,NA,220CK,0002-1962,NA
WOS:000412605600058,Effect of Nitrogen Fertilizer Application on Corn Residue Decomposition in Iowa,AGRONOMY JOURNAL,5,109,2415-2427,SEP-OCT,2017,"Al-Kaisi, Mahdi M. | Kwaw-Mensah, David | Ci, En",,10.2134/agronj2016.11.0633,NA,FJ3BR,0002-1962,NA
WOS:000182540300005,Forage yield and economic losses associated with the brown-midrib trait in sudangrass,CROP SCIENCE,3,43,782-789,MAY-JUN,2003,"Casler, MD | Pedersen, JF | Undersander, DJ",,NA,NA,672UB,0011-183X,NA
WOS:000221525400070,Soybean production in the midwestern USA: technologies for sustainable and stable yields,"VII WORLD SOYBEAN RESEARCH CONFERENCE - VI INTERNATIONAL SOYBEAN PROCESSING AND UTILIZATION CONFERENCE - III CONGRESSO BRASILEIRO DE SOJA, PROCEEDINGS",NA,NA,523-530,NA,2004,"Nafziger, ED",,NA,NA,BAC40,NA,85-7033-004-9
WOS:000412605600025,"Sorghum-Sudangrass Responses to Nitrogen and Tillage following Polyphenol-Containing Legumes, Alfalfa, Reed Canarygrass, and Kale",AGRONOMY JOURNAL,5,109,2050-2062,SEP-OCT,2017,"Grabber, John H. | Yost, Matt A. | Coulter, Jeffrey A. | Sullivan, Michael L.",,10.2134/agronj2016.09.0550,NA,FJ3BR,0002-1962,NA
WOS:000185303200022,Management and soil-quality effects on fertilizer-use efficiency and leaching,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,5,67,1524-1532,SEP-OCT,2003,"Nissen, TM | Wander, MM",,NA,NA,721EC,0361-5995,NA
WOS:000318537300004,Corn Performance under Managed Drought Stress and in a Kura Clover Living Mulch Intercropping System,AGRONOMY JOURNAL,3,105,579-586,MAY-JUN,2013,"Ziyomo, Cathrine | Albrecht, Kenneth A. | Baker, John M. | Bernardo, Rex",,10.2134/agronj2012.0427,NA,138VE,0002-1962,NA
WOS:A1990ER67100032,DETERMINATION OF AN OPTIMAL CROPPING SYSTEM FOR EROSIVE SOIL,JOURNAL OF PRODUCTION AGRICULTURE,4,3,591-596,OCT-DEC,1990,"SMITH, EG | HALLAM, A",,NA,NA,ER671,0890-8524,NA
WOS:000317335400015,Cover Crop Mulch and Weed Management Influence Arthropod Communities in Strip-Tilled Cabbage,ENVIRONMENTAL ENTOMOLOGY,2,42,293-306,APR,2013,"Bryant, Alexandria | Brainard, Daniel C. | Haramoto, Erin R. | Szendrei, Zsofia",habitat management | herbicide | oat | herbivore | predator,10.1603/EN12192,NA,122RL,0046-225X,NA
WOS:000236009100008,Soil organic nitrogen enrichment following soybean in an Iowa corn-soybean rotation,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2,70,382-392,MAR-APR,2006,"Martens, DA | Jaynes, DB | Colvin, TS | Kaspar, TC | Karlen, DL",,10.2136/sssaj2005.0112,NA,021TQ,0361-5995,NA
WOS:000283897200015,Perennial Filter Strips Reduce Nitrate Levels in Soil and Shallow Groundwater after Grassland-to-Cropland Conversion,JOURNAL OF ENVIRONMENTAL QUALITY,6,39,2006-2015,NOV-DEC,2010,"Zhou, Xiaobo | Helmers, Matthew J. | Asbjornsen, Heidi | Kolka, Randy | Tomer, Mark D.",,10.2134/jeq2010.0151,NA,676FU,0047-2425,NA
WOS:000384562700012,Water infiltration and soil water content in claypan soils influenced by agroforestry and grass buffers compared to row crop management,AGROFORESTRY SYSTEMS,5,90,839-860,OCT,2016,"Sahin, Handan | Anderson, S. H. | Udawatta, R. P.",Infiltration rate | Saturated hydraulic conductivity | Sorptivity,10.1007/s10457-016-9899-x,NA,DX7JK,0167-4366,NA
WOS:000360770400034,"Nitrogen and Tillage Management Affect Corn Cellulosic Yield, Composition, and Ethanol Potential",BIOENERGY RESEARCH,3,8,1284-1291,SEP,2015,"Sindelar, Aaron J. | Lamb, John A. | Coulter, Jeffrey A. | Sheaffer, Craig C. | Vetsch, Jeffrey A.",Cellulosic ethanol | Corn | Nitrogen | Stover | Tillage,10.1007/s12155-015-9586-1,NA,CQ7GG,1939-1234,NA
WOS:000175780900007,The use of winter annual legume cover crops in a wheat-grain sorghum rotation in south central Kansas,JOURNAL OF SUSTAINABLE AGRICULTURE,2,20,69-88,NA,2002,"Janke, RR | Claassen, MM | Heer, WF | Jost, J | Freyenberger, S | Norman, D",legume cover crops | hairy vetch | Austrian winter pea | on-farm research | nitrogen,NA,NA,555EM,1044-0046,NA
WOS:A1992JH14000010,FORAGE-LEGUME SMALL-GRAIN INTERCROPS - NITROGEN-PRODUCTION AND RESPONSE OF SUBSEQUENT CORN,JOURNAL OF PRODUCTION AGRICULTURE,3,5,340-348,JUL-SEP,1992,"HESTERMAN, OB | GRIFFIN, TS | WILLIAMS, PT | HARRIS, GH | CHRISTENSON, DR",,NA,NA,JH140,0890-8524,NA
WOS:000258367600011,Assessment of nitrogen losses to the environment with a Nitrogen Trading Tool (NTT),COMPUTERS AND ELECTRONICS IN AGRICULTURE,2,63,193-206,OCT,2008,"Delgado, J. A. | Shaffer, M. J. | Lal, H. | McKinney, S. P. | Gross, C. M. | Cover, H.",Nitrate Leaching | nitrogen credits | Nitrogen Trading Tool | NLEAP | NTT | N2O | global warming potential | carbon sequestration equivalents,10.1016/j.compag.2008.02.009,NA,336MI,0168-1699,NA
WOS:000334361000002,Effects of straw carbon input on carbon dynamics in agricultural soils: a meta-analysis,GLOBAL CHANGE BIOLOGY,5,20,1366-1381,MAY,2014,"Liu, Chang | Lu, Meng | Cui, Jun | Li, Bo | Fang, Changming",GHGs emission | soil organic carbon | straw return | carbon sequestration | meta-analysis,10.1111/gcb.12517,NA,AE9WB,1354-1013,NA
WOS:000182297900002,Effects of management practices on annual net N-mineralization in a restored prairie and maize agroecosystems,BIOGEOCHEMISTRY,2,63,135-160,APR-MAY,2003,"Brye, KR | Norman, JM | Gower, ST | Bundy, LG",agroecosystems | carbon | mineralization | nitrogen | restored prairie | Wisconsin,NA,NA,668MN,0168-2563,NA
WOS:000184217600008,Developing weed-suppressive soils through improved soil quality management,SOIL & TILLAGE RESEARCH,2,72,193-202,AUG,2003,"Kremer, RJ | Li, JM",conservation biological control | organic matter | soil enzyme activity | Sustainability | weed-suppressive bacteria | water-stable aggregates,10.1016/S0167-1987(03)00088-6,NA,702HC,0167-1987,NA
WOS:000228037700030,Use of a rye cover crop following corn in rotation with soybean in the upper Midwest,AGRONOMY JOURNAL,2,97,587-598,MAR-APR,2005,"De Bruin, JL | Porter, PM | Jordan, NR",,NA,NA,911WP,0002-1962,NA
WOS:000084831700044,Occupancy and geometrical properties of Lumbricus terrestris L-burrows affecting infiltration,PEDOBIOLOGIA,6,43,782-794,DEC,1999,"Shipitalo, MJ | Butt, KR",burrow morphology | earthworms | macropores | preferential flow,NA,NA,275QW,0031-4056,NA
WOS:000285235100008,"Variability of soil physical quality in uneroded, eroded, and depositional cropland sites",GEOMORPHOLOGY,1,125,85-91,JAN 1,2011,"Stavi, I. | Lal, R.",Carbon cycle | Conservation agriculture | Geomorphic processes | Landscape functionality | Soil erodibility | Soil structure,10.1016/j.geomorph.2010.09.006,NA,693PD,0169-555X,NA
WOS:000181580000011,Carbon sequestration and agricultural greenhouse gas emissions in Canada based on CEEMA analyses,CHANGING PRAIRIE LANDSCAPES,NA,32,159-+,NA,2000,"Boehm, MM | Kulshreshtha, S | Desjardins, RL | Junkins, B",,NA,NA,BW32M,0317-6401,0-88977-146-4
WOS:000085139000009,Sampling weed spatial variability on a fieldwide scale,WEED SCIENCE,6,47,674-681,NOV-DEC,1999,"Clay, SA | Lems, GJ | Clay, DE | Forcella, F | Ellsbury, MM | Carlson, CG","Ambrosia artemisiifolia L. AMBEL, common ragweed | Cirsium arvense (L.) Scop. CIRAR, Canada thistle | Polygonum pensylvanicum L. POLPY, Pennsylvania smartweed | Setaria glauca (L.) Beauv. SETLU, yellow foxtail | S. viridis (L.) Beauv. SETVI, green foxail | Glycine max (L.) Merr., soybean | Zea mays L., corn | mapping | precision farming | site-specific weed management | AMBEL | CIRAR | POLPY | SETLU | SETVI",NA,NA,281BV,0043-1745,NA
WOS:000338718300007,Cover crops in the upper midwestern United States: Potential adoption and reduction of nitrate leaching in the Mississippi River Basin,JOURNAL OF SOIL AND WATER CONSERVATION,4,69,279-291,JUL-AUG,2014,"Kladivko, E. J. | Kaspar, T. C. | Jaynes, D. B. | Malone, R. W. | Singer, J. | Morin, X. K. | Searchinger, T.",adoption | cover crops | hypoxia | Mississippi River | nitrate leaching | water quality,10.2489/jswc.69.4.279,NA,AK8ZW,0022-4561,NA
WOS:000254039400022,Purple deadnettle (Lamium purpureum) emergence and removal time effects on soybean cyst nematode (Heterodera glycines),WEED SCIENCE,2,56,327-335,MAR-APR,2008,"Harrison, S. Kent | Venkatesh, Ramarao | Riedel, Richard M.",alternate host | density-dependent mortality | integrated weed management | self-thinning | winter annual weeds,10.1614/WS-07-139.1,NA,274YT,0043-1745,NA
WOS:000273579300014,Soil Carbon Dynamics and Carbon Budget of Newly Reconstructed Tall-grass Prairies in South Central Iowa,JOURNAL OF ENVIRONMENTAL QUALITY,1,39,136-146,JAN-FEB,2010,"Guzman, Jose G. | Al-Kaisi, Mahdi M.",,10.2134/jeq2009.0063,NA,543LO,0047-2425,NA
WOS:000224721100014,Evaluation of optical remote sensing models for crop residue cover assessment,JOURNAL OF SOIL AND WATER CONSERVATION,5,59,224-233,SEP-OCT,2004,"Thoma, DP | Gupta, SC | Bauer, ME",crop residue | Landsat | tillage,NA,NA,865RT,0022-4561,NA
WOS:000294120900009,"Farmer perceptions of sustainable agriculture practices and drought risk reduction in Nebraska, USA",RENEWABLE AGRICULTURE AND FOOD SYSTEMS,3,26,255-266,SEP,2011,"Knutson, C. L. | Haigh, T. | Hayes, M. J. | Widhalm, M. | Nothwehr, J. | Kleinschmidt, M. | Graf, L.",drought | sustainable farming | organic farming | climate | vulnerability,10.1017/S174217051100010X,NA,810JF,1742-1705,NA
WOS:000185897300007,Agricultural land use effects on sediment loading and fish assemblages in two Minnesota (USA) watersheds,ENVIRONMENTAL MANAGEMENT,1,32,93-105,JUL,2003,"Zimmerman, JKH | Vondracek, B | Westra, J",agriculture | land use | streams | suspended sediment | trout | warmwater fish,10.1007/s00267-003-2989-3,NA,731QE,0364-152X,NA
WOS:000088335100018,Soybean yield loss to sudden death syndrome in relation to symptom expression and root colonization by Fusarium solani f. sp glycines,PLANT DISEASE,8,84,914-920,AUG,2000,"Luo, L | Hildebrand, K | Chong, SK | Myers, O | Russin, JS",soilborne disease,NA,NA,337AL,0191-2917,NA
WOS:000322827900031,Corn and Soybean Tissue Potassium Content Responses to Potassium Fertilization and Relationships with Grain Yield,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2,77,630-642,MAR,2013,"Clover, Matthew W. | Mallarino, Antonio P.",,10.2136/sssaj2012.0223,NA,197CX,0361-5995,NA
WOS:000336046300020,Soil Nitrogen and Forage Yields of Corn Grown with Clover or Grass Companion Crops and Manure,AGRONOMY JOURNAL,3,106,952-961,MAY-JUN,2014,"Grabber, John H. | Jokela, William E. | Lauer, Joseph G.",,10.2134/agronj13.0466,NA,AH3SS,0002-1962,NA
WOS:000235341600004,Cropping system influences on soil chemical properties and soil quality in the Great Plains,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1,21,26-35,MAR,2006,"Mikha, MM | Vigil, MF | Liebig, MA | Bowman, RA | McConkey, B | Deibert, EJ | Pikul, JL",management practices | soil organic matter | electrical conductivity | soil acidity,10.1079/RAFS2005123,NA,012LV,1742-1705,NA
WOS:000335400800013,Modeled Impacts of Cover Crops and Vegetative Barriers on Corn Stover Availability and Soil Quality,BIOENERGY RESEARCH,2,7,576-589,JUN,2014,"Bonner, Ian J. | Muth, David J., Jr. | Koch, Joshua B. | Karlen, Douglas L.",Landscape planning | Landscape Environmental Assessment Framework (LEAF) | Soil conservation | Soil quality | Bioenergy | Sustainable agriculture,10.1007/s12155-014-9423-y,NA,AG4OW,1939-1234,NA
WOS:000308352600017,Temporal and Spatial Influence of Perennial Upland Buffers on Corn and Soybean Yields,AGRONOMY JOURNAL,5,104,1356-1362,SEP-OCT,2012,"Senaviratne, G. M. M. M. Anomaa | Udawatta, Ranjith P. | Nelson, Kelly A. | Shannon, Kent | Jose, Shibu",,10.2134/agronj2012.0081,NA,999YT,0002-1962,NA
WOS:000327670500001,Soil moisture and rainfall intensity thresholds for runoff generation in southwestern Wisconsin agricultural watersheds,HYDROLOGICAL PROCESSES,25,27,3521-3534,DEC 15,2013,"Radatz, Timothy F. | Thompson, Anita M. | Madison, Frederick W.",runoff | manure management | soil moisture | tillage,10.1002/hyp.9460,NA,261MZ,0885-6087,NA
WOS:000077673600001,Temporal changes in dry aggregate size and stability: tillage and crop effects on a silty loam Mollisol in Illinois,SOIL & TILLAGE RESEARCH,3,49,173-183,DEC 2,1998,"Yang, XM | Wander, MM",dry-sieved aggregate | tillage | soil water content | corn and soybean | soil organic carbon,NA,NA,150PK,0167-1987,NA
WOS:000287902000022,The Biology of Canadian Weeds. 145. Muhlenbergia frondosa (Poir.) Fernald,CANADIAN JOURNAL OF PLANT SCIENCE,1,91,205-219,JAN,2011,"Darbyshire, Stephen J. | Francis, Ardath | Crompton, Clifford W. | Swanton, Clarence J.",Muhlenbergia frondosa | wire-stemmed muhly | wirestem muhly | muhlenbergie feuillee | MUHFR | weed biology,10.4141/CJPS10118,NA,728VG,0008-4220,NA
WOS:000171743200024,Human-imprinted northern bobwhite chicks and indexing arthropod foods in habitat patches,JOURNAL OF WILDLIFE MANAGEMENT,4,65,861-870,OCT,2001,"Palmer, WE | Lane, MW | Bromley, PT",agriculture | arthropod | Colinus virginianus | corn | feeding | habitat | northern bobwhite | soybean,NA,NA,485FQ,0022-541X,NA
WOS:000223553200001,Soil quality: a review of the science and experiences in the USA,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,2-3,26,89-95,JUN-SEP,2004,"Wienhold, BJ | Andrews, SS | Karlen, DL",grazing | soil assessment | soil function | soil management | soil quality index,NA,NA,849PY,0269-4042,NA
WOS:000298331600029,Carbon management index and chemical attributes of an Oxisol under different management systems,PESQUISA AGROPECUARIA BRASILEIRA,10,46,1332-1338,OCT,2011,"Schiavo, Jolimar Antonio | Rosset, Jean Sergio | Pereira, Marcos Gervasio | Salton, Julio Cesar",Cerrado | lability index | integrated crop-livestock | soil management | soil organic matter | soil sustainability,NA,NA,865SW,0100-204X,NA
WOS:000423007900006,Simulating the effects of management practices on cropland soil organic carbon changes in the Temperate Prairies Ecoregion of the United States from 1980 to 2012,ECOLOGICAL MODELLING,NA,365,68-79,DEC 10,2017,"Li, Zhengpeng | Liu, Shuguang | Tan, Zhengxi | Sohl, Terry L. | Wu, Yiping",Biogeochemical model | Cropland management | Soil organic carbon,10.1016/j.ecolmodel.2017.09.017,NA,FT2WY,0304-3800,NA
WOS:000280232700005,Soil erosion hazard maps for corn stover management using National Resources Inventory data and the Water Erosion Prediction Project,JOURNAL OF SOIL AND WATER CONSERVATION,4,65,211-222,JUL-AUG,2010,"Newman, J. K. | Kaleita, A. L. | Laflen, J. M.",cellulosic ethanol | corn stover | soil erosion | soil loss tolerance | Water Erosion Prediction Project (WEPP),10.2489/jswc.65.4.211,NA,629WZ,0022-4561,NA
WOS:000292637800028,Corn Cob Residue Carbon and Nutrient Dynamics during Decomposition,AGRONOMY JOURNAL,4,103,1192-1197,JUL-AUG,2011,"Wienhold, Brian J. | Varvel, Gary E. | Jin, Virginia L.",,10.2134/agronj2011.0002,NA,791CD,0002-1962,NA
WOS:000353948900002,"Effects of tillage, rotation and cover crop on the physical properties of a silt-loam soil",INTERNATIONAL AGROPHYSICS,2,29,137-145,APR,2015,"Haruna, Samuel Idoko | Nkongolo, Nsalambi Vakanda",cover crop | rotation | tillage | soil physical properties | corn/soybean,10.1515/intag-2015-0030,NA,CH3RV,0236-8722,NA
WOS:000273750500029,Nitrogen Contribution from Red Clover for Corn following Wheat in Western Ohio,AGRONOMY JOURNAL,1,102,210-215,JAN-FEB,2010,"Henry, David C. | Mullen, Robert W. | Dygert, Clayton E. | Diedrick, Keith A. | Sundermeier, Alan",,10.2134/agronj2009.0187,NA,545QE,0002-1962,NA
WOS:000381144300011,"Long-term decreases in phosphorus and suspended solids, but not nitrogen, in six upper Mississippi River tributaries, 1991-2014",ENVIRONMENTAL MONITORING AND ASSESSMENT,8,188,,AUG,2016,"Kreiling, Rebecca M. | Houser, Jeffrey N.",Upper Mississippi River | Nitrogen | Phosphorus | Total suspended solids,10.1007/s10661-016-5464-3,NA,DT0AH,0167-6369,NA
WOS:000247742000010,Effects of tillage and crop sequence on parasitism of Heterodera glycines juveniles by Hirsutella spp. and on juvenile population density,NEMATROPICA,1,37,93-106,JUN,2007,"Chen, S. | Liu, S.",biological control | crop rotation | Heterodera glycines | Hirsutella minnesotensis | Hirsutella rhossiliensis | nematophagous fungi | soybean cyst nematode | tillage,NA,NA,185WV,0099-5444,NA
WOS:A1997WE44200033,Simulating atrazine transport using root zone water quality model for Iowa soil profiles,JOURNAL OF ENVIRONMENTAL QUALITY,1,26,153-164,JAN-FEB,1997,"Azevedo, AS | Kanwar, RS | Singh, P | Ahuja, L | Pereira, LS",,NA,NA,WE442,0047-2425,NA
WOS:000242599800020,Emergent weed communities associated with tomato production systems in Indiana,WEED SCIENCE,6,54,1106-1112,NOV-DEC,2006,"Hillger, David E. | Weller, Stephen C. | Maynard, Elizabeth T. | Gibson, Kevin D.",canonical correspondence analysis | multivariate analysis | ordination | organic agriculture | weed management,NA,NA,113LQ,0043-1745,NA
WOS:000304233600023,Corn Yields and No-Tillage Affects Carbon Sequestration and Carbon Footprints,AGRONOMY JOURNAL,3,104,763-770,MAY-JUN,2012,"Clay, David E. | Chang, Jiyul | Clay, Sharon A. | Stone, James | Gelderman, Ronald H. | Carlson, Gregg C. | Reitsma, Kurtis | Jones, Markus | Janssen, Larry | Schumacher, Thomas",,10.2134/agronj2011.0353,NA,944WD,0002-1962,NA
WOS:000184028800013,Methodological limitations and N-budget differences among a restored tallgrass prairie and maize agroecosystems,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1-3,97,181-198,JUL,2003,"Brye, KR | Norman, JM | Gower, ST | Bundy, LG",nitrogen budget | tallgrass prairie | maize | agroecosystems | Wisconsin,10.1016/S0167-8809(03)00067-7,NA,698YU,0167-8809,NA
WOS:A1992JD36800033,ALTERNATIVE SOIL-WATER RELEASE PARAMETERS FOR DISTINGUISHING TILLAGE EFFECTS,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,3,56,873-878,MAY-JUN,1992,"POWERS, WL | BAER, JU | SKOPP, J",,NA,NA,JD368,0361-5995,NA
WOS:000178270200006,Phosphorus partitioning and phosphatase activity in semi-arid region soils under increasing crop growth intensity,SOIL SCIENCE,9,167,616-624,SEP,2002,"McCallister, DL | Bahadir, MA | Blumenthal, JM",P | phosphatase | cropping system | fallow,10.1097/01.ss.0000031730.12196.41,NA,598HM,0038-075X,NA
WOS:000283693800008,"Growth and Seed Production of Horseweed (Conyza canadensis) Populations after Exposure to Postemergence 2,4-D",WEED SCIENCE,4,58,413-419,OCT-DEC,2010,"Kruger, Greg R. | Davis, Vince M. | Weller, Stephen C. | Johnson, William G.",Marestail | fitness | fecundity | biotype | dose response,10.1614/WS-D-10-00022.1,NA,673WB,0043-1745,NA
WOS:000185449900006,Survey of winter wheat (Triticum aestivum) stubble fields sprayed with herbicides in 1998: Cultural practices,WEED TECHNOLOGY,3,17,467-474,JUL-SEP,2003,"Wicks, GA | Popken, DH | Mahnken, GW | Hanson, GE | Lyon, DJ",atrazine | crop rotations | ecofallow | ecofarming | glyphosate | no-till | weed management,NA,NA,723UL,0890-037X,NA
WOS:000405277200004,Contribution of above- and belowground bioenergy crop residues to soil carbon,GLOBAL CHANGE BIOLOGY BIOENERGY,8,9,1333-1343,AUG,2017,"Carvalho, Joao L. N. | Hudiburg, Tara W. | Franco, Henrique C. J. | DeLucia, Evan H.",bioenergy | corn | miscanthus | root biomass | sugarcane,10.1111/gcbb.12411,NA,FA2ND,1757-1693,NA
WOS:000235341600008,"An economic comparison of alternative and traditional cropping systems in the northern Great Plains, USA",RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1,21,68-73,MAR,2006,"DeVuyst, EA | Foissey, T | Kegode, GO",reduced-input | cropping systems | sustainability | soybean | spring wheat | sweet clover | rye,10.1079/RAF2005128,NA,012LV,1742-1705,NA
WOS:000167258200014,Response of Heterodera glycines and soybean cultivar to tillage and row spacing,PLANT DISEASE,3,85,311-316,MAR,2001,"Chen, SY | Stienstra, WC | Lueschen, WE | Hoverstad, TR",,NA,NA,407EA,0191-2917,NA
WOS:000279415900007,PLANNING FOR DEFICIT IRRIGATION,APPLIED ENGINEERING IN AGRICULTURE,3,26,405-412,MAY,2010,"Klocke, N. L. | Currie, R. S. | Stone, L. R. | Bolton, D. A.",Limited irrigation | Deficit irrigation | Irrigation management | Decision tools | Crop models,NA,NA,619FZ,0883-8542,NA
WOS:000239726700029,Predators exert top-down control of soybean aphid across a gradient of agricultural management systems,ECOLOGICAL APPLICATIONS,4,16,1619-1628,AUG,2006,"Costamagna, Alejandro C. | Landis, Douglas A.","agroecosystems | aphid | Aphis glycines | biological control | Coccinella septempunctata | generalist predators | Harmonia axyridis | invasive herbivore | lady beetles | Michigan, USA | Orius insidiosus | top-down vs. bottom-up effects",NA,NA,073EV,1051-0761,NA
