uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
WOS:000461456000010,Palmer Amaranth (Amaranthus palmeri) and Velvetleaf (Abutilon theophrasti) Control in No-Tillage Conventional (Non-genetically engineered) Soybean Using Overlapping Residual Herbicide Programs,WEED TECHNOLOGY,1,33,95-105,FEB,2019,"Sarangi, Debalin | Jhala, Amit J.","Aaron Hager, University of Illinois | Chlorimuron-ethyl | flumioxazin | fluthiacet-methyl | fomesafen | pyroxasulfone | S-metolachlor | Palmer amaranth, Amaranthus palmeri S. Watson | velvetleaf, Abutilon theophrasti Medik | corn, Zea mays L. | soybean, Glycine max (L.) Merr | Benefit-cost ratio | best management practices | economics | multiple sites of action | PRE followed by POST",10.1017/wet.2018.78,NA,HP1VH,0890-037X,NA,palmer amaranth (amaranthus palmeri) and velvetleaf (abutilon theophrasti) control in no-tillage conventional (non-genetically engineered) soybean using overlapping residual herbicide programs
WOS:000484770100007,"Effect of subsurface drainage, crop rotation, and tillage on crop yield in Fargo clay soil",JOURNAL OF SOIL AND WATER CONSERVATION,5,75,456-465,SEP-OCT,2019,"Acharya, U. | Chatterjee, A. | Daigh, A. L. M.",controlled subsurface drainage | corn-soybean rotation | no-till,10.2489/jswc.74.5.456,NA,IW1ZE,0022-4561,NA,"effect of subsurface drainage, crop rotation, and tillage on crop yield in fargo clay soil"
WOS:000414816800024,"Impact of soil compaction due to wheel traffic on corn and soybean growth, development and yield",SOIL & TILLAGE RESEARCH,NA,175,234-243,JAN,2018,"Sivarajan, S. | Maharlooei, M. | Bajwa, S. G. | Nowatzki, J.",Cone index | Corn | Crop yield | Freeze-thaw cycle | Soil compaction | Soybean,10.1016/j.still.2017.09.001,NA,FM2LR,0167-1987,NA,"impact of soil compaction due to wheel traffic on corn and soybean growth, development and yield"
WOS:000477787800017,What do meteorological indices tell us about a long-term tillage study?,SOIL & TILLAGE RESEARCH,NA,193,161-170,OCT,2019,"Shekhar, Ankit | Shapiro, Charles A.",Nebraska | Long-term experiment | SPEI | SPI | Rainfed corn production | Tillage | Nitrogen | Rotation,10.1016/j.still.2019.06.004,NA,IM1YM,0167-1987,NA,what do meteorological indices tell us about a long-term tillage study?
WOS:000443266100046,Does Tillage or Fertilizer Provide Resilience to Extreme Weather in Southern Illinois?,AGRONOMY JOURNAL,5,110,2091-2097,SEP-OCT,2018,"Walia, Maninder K. | Krausz, Ronald F. | Cook, Rachel L.",,10.2134/agronj2017.11.0641,NA,GS1GI,0002-1962,NA,does tillage or fertilizer provide resilience to extreme weather in southern illinois?
WOS:000460629000031,Dedicated Bioenergy Crops and Water Erosion,JOURNAL OF ENVIRONMENTAL QUALITY,2,48,485-492,MAR-APR,2019,"Acharya, Bharat Sharma | Blanco-Canqui, Humberto | Mitchell, Robert B. | Cruse, Richard | Laird, David",,10.2134/jeq2018.10.0380,NA,HO0XL,0047-2425,NA,dedicated bioenergy crops and water erosion
WOS:000427208600024,Yields and yield stability of no-till and chisel-plow fields in the Midwestern US Corn Belt,FIELD CROPS RESEARCH,NA,218,243-253,APR 1,2018,"Daigh, Aaron L. M. | Dick, Warren A. | Helmers, Matthew J. | Lal, Rattan | Lauer, Joseph G. | Nafziger, Emerson | Pederson, Carl H. | Strock, Jeff | Villamil, Maria | Mukherjee, Atanu | Cruse, Richard",Conventional tillage | Conservation agriculture | Climate smart agriculture,10.1016/j.fcr.2017.04.002,NA,FY9TA,0378-4290,NA,yields and yield stability of no-till and chisel-plow fields in the midwestern us corn belt
WOS:000468837700018,"Gypsum amendment effects on micromorphology and aggregation in no-till Mollisols and Alfisols from western Ohio, USA",GEODERMA REGIONAL,NA,16,,MAR,2019,"Tirado-Corbala, Rebecca | Slater, Brian K. | Dick, Warren A. | Bigham, Jerry | Munoz-Munoz, Miguel",Alfisols | Flue gas desulfurization gypsum | Micromorphology | Mollisols | No-tillage | Soil aggregates | Soil image analysis,10.1016/j.geodrs.2019.e00217,NA,HZ4RT,2352-0094,NA,"gypsum amendment effects on micromorphology and aggregation in no-till mollisols and alfisols from western ohio, usa"
WOS:000451355200015,Cropping Practices and Soil Properties Associated with Plant-Parasitic Nematodes in Corn Fields in Ohio,PLANT DISEASE,12,102,2519-2530,DEC,2018,"Simon, A. C. M. | Lopez-Nicora, Horacio D. | Niblack, Terry L. | Dayton, Elizabeth A. | Tomashefski, David | Paul, Pierce A.",,10.1094/PDIS-03-18-0471-RE,NA,HB8QJ,0191-2917,NA,cropping practices and soil properties associated with plant-parasitic nematodes in corn fields in ohio
WOS:000432489200009,Runoff sediment and P losses from various soil management practices: modelling in hilly slopes,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,1,18,113-128,MAR,2018,"da Rocha Junior, Paulo Roberto | Bhattarai, Rabin | Alves Fernandes, Raphael Braganca | Kalita, Prasanta Kumar | Andrade, Felipe Vaz",Conservational practices | no tillage | erosion modelling | soil erosion | WEPP model,NA,NA,GG1ZM,0718-9516,NA,runoff sediment and p losses from various soil management practices: modelling in hilly slopes
WOS:000472698600010,Evapotranspiration and water use efficiency of continuous maize and maize and soybean in rotation in the upper Midwest US,AGRICULTURAL WATER MANAGEMENT,NA,221,92-98,JUL 20,2019,"Hussain, Mir Zaman | Hamilton, Stephen K. | Bhardwaj, Ajay K. | Basso, Bruno | Thelen, Kurt D. | Robertson, G. P.",Evapotranspiration | Time domain reflectometery | Modeled ET | Daily soil moisture | Normal rainfall years | Drought years | Leaf area index | Maximum biomass | Grain yield | Stover yield | Water use-efficiency | No-till | Sandy soil | Continuous corn | Corn-soybean rotation | US Midwest,10.1016/j.agwat.2019.02.049,NA,IE9MN,0378-3774,NA,evapotranspiration and water use efficiency of continuous maize and maize and soybean in rotation in the upper midwest us
WOS:000460843100005,"Responses of soil organic carbon, aggregate stability, carbon and nitrogen fractions to 15 and 24 years of no-till diversified crop rotations",SOIL RESEARCH,2,57,149-157,NA,2019,"Maiga, Amadou | Alhameid, Abdullah | Singh, Shikha | Polat, Atilla | Singh, Jasdeep | Kumar, Sandeep | Osborne, Shannon",crop rotation | heavy carbon fractions | heavy nitrogen fractions | light carbon fractions | light nitrogen fractions | particulate organic matter | POM | SOC,10.1071/SR18068,NA,HO3SL,1838-675X,NA,"responses of soil organic carbon, aggregate stability, carbon and nitrogen fractions to 15 and 24 years of no-till diversified crop rotations"
WOS:000426223500015,Fertilizer placement and tillage effects on phosphorus concentration in leachate from fine-textured soils,SOIL & TILLAGE RESEARCH,NA,178,130-138,MAY,2018,"Williams, Mark R. | King, Kevin W. | Duncan, Emily W. | Pease, Lindsay A. | Penn, Chad J.",Tile drainage | Preferential flow | Lysimeter,10.1016/j.still.2017.12.010,NA,FX6UT,0167-1987,NA,fertilizer placement and tillage effects on phosphorus concentration in leachate from fine-textured soils
WOS:000462738100019,Plant Population and Fungicide Economically Reduced Winter Wheat Yield Gap in Kansas,AGRONOMY JOURNAL,2,111,650-665,MAR-APR,2019,"Jaenisch, Brent R. | Silva, Amanda de Oliveira | DeWolf, Erick | Ruiz-Diaz, Dorivar A. | Lollato, Romulo P.",,10.2134/agronj2018.03.0223,NA,HQ9HQ,0002-1962,NA,plant population and fungicide economically reduced winter wheat yield gap in kansas
WOS:000460629000024,Tillage and Nitrogen Source Impacts on Relationships between Nitrous Oxide Emission and Nitrogen Recovery Efficiency in Corn,JOURNAL OF ENVIRONMENTAL QUALITY,2,48,421-429,MAR-APR,2019,"Omonode, Rex A. | Vyn, Tony J.",,10.2134/jeq2018.05.0188,NA,HO0XL,0047-2425,NA,tillage and nitrogen source impacts on relationships between nitrous oxide emission and nitrogen recovery efficiency in corn
WOS:000442288100029,The importance of leaf area index in mapping chlorophyll content of corn under different agricultural treatments using UAV images,INTERNATIONAL JOURNAL OF REMOTE SENSING,15-16,39,5415-5431,NA,2018,"Milas, Anita Simic | Romanko, Matthew | Reil, Patrick | Abeysinghe, Tharindu | Marambe, Anuruddha",,10.1080/01431161.2018.1455244,NA,GR1IU,0143-1161,NA,the importance of leaf area index in mapping chlorophyll content of corn under different agricultural treatments using uav images
WOS:000484770100004,Changes in subsoil acidity with a new deep vertical lime placement practice for conservation tillage systems,JOURNAL OF SOIL AND WATER CONSERVATION,5,75,426-438,SEP-OCT,2019,"Blumenschein, T. G. | Nelson, K. A. | Motavalli, P. P.",aglime | deep zone tillage | subsoil acidity | vertical placement,10.2489/jswc.74.5.426,NA,IW1ZE,0022-4561,NA,changes in subsoil acidity with a new deep vertical lime placement practice for conservation tillage systems
WOS:000428524600010,Identification of glyphosate resistance in Salsola tragus in north-eastern Oregon,PEST MANAGEMENT SCIENCE,5,74,1089-1093,MAY,2018,"Barroso, Judit | Gourlie, Jennifer A. | Lutcher, Larry K. | Liu, Mingyang | Mallory-Smith, Carol A.",glyphosate-resistant | Salsola kali | Russian thistle | tumbleweed,10.1002/ps.4525,NA,GA7OA,1526-498X,NA,identification of glyphosate resistance in salsola tragus in north-eastern oregon
WOS:000450878200004,Characterization of Acetolactate Synthase (ALS)-Inhibitor Resistance in Pennsylvania smartweed (Persicaria pensylvanica),WEED SCIENCE,6,66,710-714,NOV,2018,"Varanasi, Vijay K. | Norsworthy, Jason K. | Brabham, Chad | Scott, Robert C.",ALS sequencing | dose-response assay | herbicide resistance | Polygonum pensylvanicum,10.1017/wsc.2018.44,NA,HB2NN,0043-1745,NA,characterization of acetolactate synthase (als)-inhibitor resistance in pennsylvania smartweed (persicaria pensylvanica)
WOS:000474352900030,GIS approach to estimate windbreak crop yield effects in Kansas-Nebraska,AGROFORESTRY SYSTEMS,4,93,1567-1576,AUG,2019,"Osorio, Raul J. | Barden, Charles J. | Ciampitti, Ignacio A.",Windbreak effects | Soybeans | Wheat | Shelterbelts | Agroforestry,10.1007/s10457-018-0270-2,NA,IH2VP,0167-4366,NA,gis approach to estimate windbreak crop yield effects in kansas-nebraska
WOS:000458701100014,"Long-term effects of vehicular passages on soil carbon sequestration and carbon dioxide emission in a no-till corn-soybean rotation on a Crosby silt loam in Central Ohio, USA",JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,1,182,126-136,FEB,2019,"Yadav, Gulab Singh | Lal, Rattan | Meena, Ram Swaroop",cumulative soil CO2 emission | soil carbon pool | soil chemical properties | soil CO2 fluxes | soil compaction,10.1002/jpln.201800480,NA,HL4OJ,1436-8730,NA,"long-term effects of vehicular passages on soil carbon sequestration and carbon dioxide emission in a no-till corn-soybean rotation on a crosby silt loam in central ohio, usa"
WOS:000485894300001,Nitrogen application effects on forage sorghum production and nitrate concentration,JOURNAL OF PLANT NUTRITION,NA,NA,,AUG 29,2019,"Holman, Johnathon D. | Obour, Augustine K. | Mengel, David B.",forage nitrate | forage sorghum | nitrogen use efficiency | optimum nitrogen rate,10.1080/01904167.2019.1659321,NA,IX7VX,0190-4167,NA,nitrogen application effects on forage sorghum production and nitrate concentration
WOS:000449825200021,A Statewide Survey of Stakeholders to Assess the Problem Weeds and Weed Management Practices in Nebraska,WEED TECHNOLOGY,5,32,642-655,OCT,2018,"Sarangi, Debalin | Jhala, Amit J.",Glufosinate-resistant crop | glyphosate resistance | multiple herbicide-resistant crops | herbicide drift | resistance management,10.1017/wet.2018.35,NA,GZ9NA,0890-037X,NA,a statewide survey of stakeholders to assess the problem weeds and weed management practices in nebraska
WOS:000448393400038,Phosphorus and Potassium Fertilizer Application Strategies in Corn-Soybean Rotations,AGRONOMY-BASEL,9,8,,SEP,2018,"Boring, Timothy J. | Thelen, Kurt D. | Board, James E. | De Bruin, Jason L. | Lee, Chad D. | Naeve, Seth L. | Ross, William J. | Kent, Wade A. | Ries, Landon L.",phosphorous | potassium | corn-soybean rotation | management | production system,10.3390/agronomy8090195,NA,GY2SM,2073-4395,NA,phosphorus and potassium fertilizer application strategies in corn-soybean rotations
WOS:000462738100036,Corn Response to Long-Term Phosphorus Fertilizer Application Rate and Placement with Strip-Tillage,AGRONOMY JOURNAL,2,111,841-850,MAR-APR,2019,"Preston, C. L. | Diaz, D. A. Ruiz | Mengel, D. B.",,10.2134/agronj2017.07.0422,NA,HQ9HQ,0002-1962,NA,corn response to long-term phosphorus fertilizer application rate and placement with strip-tillage
WOS:000454881500017,Stover Harvest did not Change Nitrous Oxide Emissions in Two Minnesota Fields,AGRONOMY JOURNAL,1,111,143-155,JAN-FEB,2019,"Johnson, Jane M. F. | Barbour, Nancy W.",,10.2134/agronj2018.09.0591,NA,HG3NN,0002-1962,NA,stover harvest did not change nitrous oxide emissions in two minnesota fields
WOS:000457952700089,Effects of land management on inundation of prairie pothole wetlands in the Des Moines Lobe using AnnAGNPS,AGRICULTURAL WATER MANAGEMENT,NA,213,947-956,MAR 1,2019,"Upadhyay, P. | Pruski, L. O. S. | Kaleita, A. L. | Soupir, M. L.",AnnAGNPS | Farmed wetlands | Hydrology | Inundation | Land management | pothole/Prairie pothole region,10.1016/j.agwat.2018.12.016,NA,HK4SF,0378-3774,NA,effects of land management on inundation of prairie pothole wetlands in the des moines lobe using annagnps
WOS:000443263200038,Use of Rainfall Data to Improve Ground-Based Active Optical Sensors Yield Estimates,AGRONOMY JOURNAL,4,110,1561-1571,JUL-AUG,2018,"Sharma, L. K. | Bali, S. K. | Zaeen, A. A. | Baldwin, P. | Franzen, D. W.",,10.2134/agronj2017.12.0696,NA,GS1FR,0002-1962,NA,use of rainfall data to improve ground-based active optical sensors yield estimates
WOS:000451355200007,"Incidence, Population Density, and Spatial Heterogeneity of Plant-Parasitic Nematodes in Corn Fields in Ohio",PLANT DISEASE,12,102,2453-2464,DEC,2018,"Simon, Abasola C. M. | Lopez-Nicora, Horacio D. | Lindsey, Laura E. | Niblack, Terry L. | Paul, Pierce A.",,10.1094/PDIS-02-18-0311-RE,NA,HB8QJ,0191-2917,NA,"incidence, population density, and spatial heterogeneity of plant-parasitic nematodes in corn fields in ohio"
WOS:000424973300028,Seasonality of Colaspis crinicornis (Coleoptera: Chrysomelidae) and its Injury Potential to Corn in Southeastern Nebraska,JOURNAL OF ECONOMIC ENTOMOLOGY,1,111,209-217,FEB,2018,"Miwa, Kentaro | Meinke, Lance J.",Colaspis brunnea | Colaspis crinicornis | grape colaspis,10.1093/jee/tox325,NA,FW0HB,0022-0493,NA,seasonality of colaspis crinicornis (coleoptera: chrysomelidae) and its injury potential to corn in southeastern nebraska
WOS:000478015300002,"Soil phosphorus fractions and legacy in a corn-soybean rotation on Mollisols in Kansas, USA",GEODERMA REGIONAL,NA,18,,SEP,2019,"Arruda Coelho, Marta Jordana | Diaz, Dorivar Ruiz | Hettiarachchi, Ganga Mali | Hansel, Fernando Dubou | Pavinato, Paulo Sergio",Phosphorus placement | Phosphorus pools | Strip-till tillage | Legacy phosphorus,10.1016/j.geodrs.2019.e00228,NA,IM5DU,2352-0094,NA,"soil phosphorus fractions and legacy in a corn-soybean rotation on mollisols in kansas, usa"
WOS:000468797900002,"Agricultural intensification may create an attractive sink for Dolichopodidae, a ubiquitous but understudied predatory fly family",JOURNAL OF INSECT CONSERVATION,3,23,453-465,JUN,2019,"Kautz, Andrea R. | Gardiner, Mary M.",Long-legged fly | Biological control | Landscape | Non-target impacts | Pesticide | Tillage | Ecological trap,10.1007/s10841-018-0116-2,NA,HZ4DS,1366-638X,NA,"agricultural intensification may create an attractive sink for dolichopodidae, a ubiquitous but understudied predatory fly family"
WOS:000438324600003,Control of tillage disturbance on the chemistry and proportion of raindrop-liberated particles from soil aggregates,GEODERMA,NA,330,19-29,NOV 15,2018,"Hou, Tingyu | Berry, Timothy D. | Singh, Sarmistha | Hughes, Madison N. | Tong, Yanan | Papanicolaou, A. N. Thanos | Wacha, Kenneth M. | Wilson, Christopher G. | Chaubey, Indrajeet | Filley, Timothy R.",Raindrop | Aggregate mechanical breakdown | Soil organic carbon | Stable isotope | Lignin,10.1016/j.geoderma.2018.05.013,NA,GM6YJ,0016-7061,NA,control of tillage disturbance on the chemistry and proportion of raindrop-liberated particles from soil aggregates
WOS:000419306700040,"Legacy Effects of Three Management Practices on Corn, Soybean, and Wheat Yield",AGRONOMY JOURNAL,1,110,418-424,JAN-FEB,2018,"Mourtzinis, Spyridon | Gaska, John | Diallo, Thierno | Lauer, Joe G. | Conley, Shawn",,10.2134/agronj2017.05.0254,NA,FR8EG,0002-1962,NA,"legacy effects of three management practices on corn, soybean, and wheat yield"
WOS:000467544900003,"Litter quantity, litter chemistry, and soil texture control changes in soil organic carbon fractions under bioenergy cropping systems of the North Central US",BIOGEOCHEMISTRY,3,143,313-326,MAY,2019,"von Haden, Adam C. | Kucharik, Christopher J. | Jackson, Randall D. | Marin-Spiotta, Erika",Density fractionation | Soil carbon stabilization | Litter quality | Biofuels | Land-use change,10.1007/s10533-019-00564-7,NA,HX6WR,0168-2563,NA,"litter quantity, litter chemistry, and soil texture control changes in soil organic carbon fractions under bioenergy cropping systems of the north central us"
WOS:000450551600037,Integrating management information with soil quality dynamics to monitor agricultural productivity,SCIENCE OF THE TOTAL ENVIRONMENT,NA,651,2036-2043,FEB 15,2019,"Obade, Vincent de Paul",Land management | Monitoring | Soil use | Soil quality index,10.1016/j.scitotenv.2018.10.106,NA,HA8PB,0048-9697,NA,integrating management information with soil quality dynamics to monitor agricultural productivity
WOS:000455207300029,Agronomic Practices for Reducing Wheat Yield Gaps: A Quantitative Appraisal of Progressive Producers,CROP SCIENCE,1,59,333-350,JAN-FEB,2019,"Lollato, Romulo P. | Diaz, Dorivar A. Ruiz | DeWolf, Erick | Knapp, Mary | Peterson, Dallas E. | Fritz, Allan K.",,10.2135/cropsci2018.04.0249,NA,HG7WR,0011-183X,NA,agronomic practices for reducing wheat yield gaps: a quantitative appraisal of progressive producers
WOS:000440947600258,"The Water Implications of Greenhouse Gas Mitigation: Effects on Land Use, Land Use Change, and Forestry",SUSTAINABILITY,7,10,,JUL,2018,"Yu, Chin-Hsien | McCarl, Bruce A.",climate change | greenhouse gas mitigation | water quality | water quantity | Missouri River Basin | SWAT,10.3390/su10072367,NA,GP5WQ,2071-1050,NA,"the water implications of greenhouse gas mitigation: effects on land use, land use change, and forestry"
WOS:000426356600043,A regional scale modeling framework combining biogeochemical model with life cycle and economic analysis for integrated assessment of cropping systems,SCIENCE OF THE TOTAL ENVIRONMENT,NA,625,428-439,JUN 1,2018,"Tabatabaie, Seyed Mohammad Hossein | Bolte, John P. | Murthy, Ganti S.",Crop model | DNDC | ENVISION | Integrated model | Life cycle assessment,10.1016/j.scitotenv.2017.12.208,NA,FX8PH,0048-9697,NA,a regional scale modeling framework combining biogeochemical model with life cycle and economic analysis for integrated assessment of cropping systems
WOS:000449650600028,The greenhouse gas cost of agricultural intensification with groundwater irrigation in a Midwest US row cropping system,GLOBAL CHANGE BIOLOGY,12,24,5948-5960,DEC,2018,"McGill, Bonnie M. | Hamilton, Stephen K. | Millar, Neville | Robertson, G. Philip",agriculture | carbon | corn | global change | greenhouse gas | groundwater | intensification | irrigation | maize | nitrous oxide | soybean | wheat,10.1111/gcb.14472,NA,GZ7IA,1354-1013,NA,the greenhouse gas cost of agricultural intensification with groundwater irrigation in a midwest us row cropping system
WOS:000423349800001,Population Genetic Structure in Glyphosate-Resistant and-Susceptible Palmer Amaranth (Amaranthus palmeri) Populations Using Genotyping-by-sequencing (GBS),FRONTIERS IN PLANT SCIENCE,NA,9,,JAN 25,2018,"Kupper, Anita | Manmathan, Harish K. | Giacomini, Darci | Patterson, Eric L. | McCloskey, William B. | Gaines, Todd A.",Palmer amaranth | population genetics | glyphosate | herbicide resistance | genetic relatedness | SNP molecular markers | phylogeography,10.3389/fpls.2018.00029,NA,FT7RH,1664-462X,NA,population genetic structure in glyphosate-resistant and-susceptible palmer amaranth (amaranthus palmeri) populations using genotyping-by-sequencing (gbs)
WOS:000469160000017,"Contrasting tillage effects on stored soil water, infiltration and evapotranspiration fluxes in a dryland rotation at two locations",SOIL & TILLAGE RESEARCH,NA,190,157-174,JUL,2019,"Schwartz, Robert C. | Schlegel, Alan J. | Bell, Jourdan M. | Baumhardt, R. Louis | Evett, Steven R.",Soil hydrology,10.1016/j.still.2019.02.013,NA,HZ9FA,0167-1987,NA,"contrasting tillage effects on stored soil water, infiltration and evapotranspiration fluxes in a dryland rotation at two locations"
WOS:000427469900017,Identification and classification of critical soil and water conservation areas in the Muskingum River basin in Ohio,JOURNAL OF SOIL AND WATER CONSERVATION,2,73,213-226,MAR-APR,2018,"Khanal, S. | Lal, R. | Kharel, G. | Fulton, J.",conservation practices | critical source areas | Muskingum River basin | Ohio | SWAT | water quality,10.2489/jswc.73.2.213,NA,FZ3ER,0022-4561,NA,identification and classification of critical soil and water conservation areas in the muskingum river basin in ohio
WOS:000471737000030,Effect of Seed Treatment and Foliar Crop Protection Products on Sudden Death Syndrome and Yield of Soybean,PLANT DISEASE,7,103,1712-1720,JUL,2019,"Kandel, Yuba R. | Bradley, Carl A. | Chilvers, Martin, I | Mathew, Febina M. | Tenuta, Albert U. | Simth, Damon L. | Wise, Kiersten A. | Mueller, Daren S.",chemical | cultivar/resistance | disease management | field crops | fungi | oilseeds and legumes,10.1094/PDIS-12-18-2199-RE,NA,ID5ST,0191-2917,NA,effect of seed treatment and foliar crop protection products on sudden death syndrome and yield of soybean
WOS:000447101600007,Profitability and efficacy of soybean seed treatment in Michigan,CROP PROTECTION,NA,114,44-52,DEC,2018,"Rossman, Devon R. | Byrne, Adam M. | Chilvers, Martin, I",Damping-off | Fungicide | Insecticide | Nematicide | Profitability | Seed treatment | Soybean,10.1016/j.cropro.2018.08.003,NA,GW6VI,0261-2194,NA,profitability and efficacy of soybean seed treatment in michigan
WOS:000450589100009,Damping-off caused by Pythium sylvaticum on soybeans subjected to periods of cold stress is reduced by seed treatments,CANADIAN JOURNAL OF PLANT PATHOLOGY,4,40,571-579,NA,2018,"Serrano, Mauricio | McDuffee, Dair | Robertson, Alison E.",cold stress | damping-off | Pythium sylvaticum | seedling emergence | seed treatment | soybean,10.1080/07060661.2018.1522516,NA,HA9BM,0706-0661,NA,damping-off caused by pythium sylvaticum on soybeans subjected to periods of cold stress is reduced by seed treatments
WOS:000425070600015,"Impact of fluopyram fungicide and preemergence herbicides on soybean injury, population, sudden death syndrome, and yield",CROP PROTECTION,NA,106,103-109,APR,2018,"Kandel, Yuba R. | Mueller, Daren S. | Legleiter, Travis | Johnson, William G. | Young, Bryan G. | Wise, Kiersten A.",Fusarium virguliforme | Seed treatment | Phytotoxicity | Preemergence herbicide,10.1016/j.cropro.2017.12.009,NA,FW1OZ,0261-2194,NA,"impact of fluopyram fungicide and preemergence herbicides on soybean injury, population, sudden death syndrome, and yield"
WOS:000429319200024,A Meta-analysis and Economic Evaluation of Neonicotinoid Seed Treatments and Other Prophylactic Insecticides in Indiana Maize From 2000-2015 With IPM Recommendations,JOURNAL OF ECONOMIC ENTOMOLOGY,2,111,689-699,APR,2018,"Alford, A. M. | Krupke, C. H.",Neonicotinoid seed treatment | insecticide efficacy | corn rootworm,10.1093/jee/tox379,NA,GB8II,0022-0493,NA,a meta-analysis and economic evaluation of neonicotinoid seed treatments and other prophylactic insecticides in indiana maize from 2000-2015 with ipm recommendations
WOS:000435663900006,Management of Phytophthora sojae of soybean: a review and future perspectives,CANADIAN JOURNAL OF PLANT PATHOLOGY,2,40,210-219,NA,2018,"Dorrance, Anne E.",disease management | pathotype | quantitative resistance | R-gene | seed treatments,10.1080/07060661.2018.1445127,NA,GJ8TI,0706-0661,NA,management of phytophthora sojae of soybean: a review and future perspectives
WOS:000465193100017,Residues of thiamethoxam and mefenoxam in vegetative and floral tissue of soybean at the early reproductive stage resulting from seed treatments,CROP PROTECTION,NA,119,134-140,MAY,2019,"Camargo, Carolina | Snow, Daniel D. | Onanong, Sathaporn | Hunt, Thomas E. | Siegfried, Blair D.",Neonicotinoids | Soybean reproductive stages | Mefenoxam | Residues,10.1016/j.cropro.2019.01.019,NA,HU3SA,0261-2194,NA,residues of thiamethoxam and mefenoxam in vegetative and floral tissue of soybean at the early reproductive stage resulting from seed treatments
WOS:000449825200011,"Investigations of the Potential Interactions Between Pre-emergence Residual Herbicides, Variety, and Seed Treatments in Soybean",WEED TECHNOLOGY,5,32,570-578,OCT,2018,"Barlow, Blake R. | Shergill, Lovreet S. | Bish, Mandy D. | Bradley, Kevin W.",PRE-herbicides | seed treatment | ILeVO (TM) | Gaucho (TM) | Clariva (TM) | phytotoxicity,10.1017/wet.2018.44,NA,GZ9NA,0890-037X,NA,"investigations of the potential interactions between pre-emergence residual herbicides, variety, and seed treatments in soybean"
WOS:000467936200009,Characterizing interactions between Fusarium graminearum and Fusarium virguliforme on early soybean growth and development,CANADIAN JOURNAL OF PLANT PATHOLOGY,2,41,251-260,APR 3,2019,"Marburger, David A. | Smith, Damon L. | Conley, Shawn P.",cultivar | Fusarium graminearum | Fusarium virguliforme | seed treatment | soybean | sudden death syndrome,10.1080/07060661.2019.1566180,NA,HY2GK,0706-0661,NA,characterizing interactions between fusarium graminearum and fusarium virguliforme on early soybean growth and development
WOS:000424973300045,"Transgenic Bt Corn, Soil Insecticide, and Insecticidal Seed Treatment Effects on Corn Rootworm (Coleoptera: Chrysomelidae) Beetle Emergence, Larval Feeding Injury, and Corn Yield in North Dakota",JOURNAL OF ECONOMIC ENTOMOLOGY,1,111,348-360,FEB,2018,"Calles-Torrez, Veronica | Knodel, Janet J. | Boetel, Mark A. | Doetkott, Curt D. | Podliska, Kellie K. | Ransom, Joel K. | Beauzay, Patrick | French, B. Wade | Fuller, Billy W.",Diabrotica barberi | Diabrotica virgifera virgifera | Cry protein | emergence | resistance,10.1093/jee/tox297,NA,FW0HB,0022-0493,NA,"transgenic bt corn, soil insecticide, and insecticidal seed treatment effects on corn rootworm (coleoptera: chrysomelidae) beetle emergence, larval feeding injury, and corn yield in north dakota"
WOS:000440961000031,Interactions of host-plant resistance and foliar insecticides for soybean aphid management,CROP PROTECTION,NA,112,232-238,OCT,2018,"Hanson, Anthony A. | Koch, Robert L.",Aphis glycines | Rag gene | lambda-cyhalothrin | Chlorpyrifos | Synergistic effect | Antagonistic effect,10.1016/j.cropro.2018.06.008,NA,GP6BD,0261-2194,NA,interactions of host-plant resistance and foliar insecticides for soybean aphid management
WOS:000461018600024,Growth of Plasma-Treated Corn Seeds under Realistic Conditions,SCIENTIFIC REPORTS,NA,9,,MAR 13,2019,"Ahn, Chisung | Gill, John | Ruzic, David N.",,10.1038/s41598-019-40700-9,NA,HO6DH,2045-2322,NA,growth of plasma-treated corn seeds under realistic conditions
WOS:000428093900108,Effects of endophytic entomopathogenic fungi on soybean aphid and identification of Metarhizium isolates from agricultural fields,PLOS ONE,3,13,,MAR 22,2018,"Clifton, Eric H. | Jaronski, Stefan T. | Coates, Brad S. | Hodgson, Erin W. | Gassmann, Aaron J.",,10.1371/journal.pone.0194815,NA,GA1RF,1932-6203,NA,effects of endophytic entomopathogenic fungi on soybean aphid and identification of metarhizium isolates from agricultural fields
WOS:000442420700001,Management of Insecticide-Resistant Soybean Aphids in the Upper Midwest of the United States,JOURNAL OF INTEGRATED PEST MANAGEMENT,1,9,,AUG 16,2018,"Koch, Robert L. | Hodgson, Erin W. | Knodel, Janet J. | Varenhorst, Adam J. | Potter, Bruce D.",insecticide | integrated pest management | resistance management | soybean | Aphis glycines,10.1093/jipm/pmy014,NA,GR2PX,2155-7470,NA,management of insecticide-resistant soybean aphids in the upper midwest of the united states
