"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review"
"1147",96,"2003-4",1,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,24,NA,"3171.4",4,24,NA,2855.6,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam; fludioxonil","soybean seed (cv. Archer) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1148",96,"2003-4",7,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,24,NA,"26.8",4,24,NA,24.9,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam; fludioxonil","soybean seed (cv. Archer) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1149",96,"2003-4",7,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,24,NA,"3480.4",4,24,NA,3292.3,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam; fludioxonil","soybean seed (cv. Archer) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1150",96,"2003-4",8,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,24,NA,"46.4",4,24,NA,35.2,"0.05","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam; fludioxonil","soybean seed (cv. Archer) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1151",96,"2003-4",8,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,24,NA,"3299",4,24,NA,3352.8,"ns","untreated_seedF","untreated","untreated soybean (cv. Archer)","mefenoxam; fludioxonil","soybean seed (cv. Archer) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1152",96,"2003-4",1,"soybean stand count",NA,"3","# plants/m","LSD","mean",0,22,NA,"40",4,22,NA,36,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam; fludioxonil","soybean seed (cv. S27-T7) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1153",96,"2003-4",1,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,22,NA,"4949.3",4,22,NA,4676.4,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam; fludioxonil","soybean seed (cv. S27-T7) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1154",96,"2003-4",7,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,22,NA,"20.4",4,22,NA,22.2,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam; fludioxonil","soybean seed (cv. S27-T7) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1155",96,"2003-4",7,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,22,NA,"4437.2",4,22,NA,4453.3,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam; fludioxonil","soybean seed (cv. S27-T7) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1156",96,"2003-4",8,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,22,NA,"57.3",4,22,NA,60,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam; fludioxonil","soybean seed (cv. S27-T7) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1157",96,"2003-4",8,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,22,NA,"3888.9",4,22,NA,3837.1,"ns","untreated_seedF","untreated","untreated soybean (cv. S27-T7)","mefenoxam; fludioxonil","soybean seed (cv. S27-T7) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1158",96,"2003-4",1,"soybean stand count",NA,"3","# plants/m","LSD","mean",0,20,NA,"46.4",4,20,NA,37.3,"ns","untreated_seedF","untreated","untreated soybean (cv. S31-V3)","mefenoxam; fludioxonil","soybean seed (cv. S31-V3) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1159",96,"2003-4",1,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,20,NA,"5079.6",4,20,NA,5230.2,"ns","untreated_seedF","untreated","untreated soybean (cv. S31-V3)","mefenoxam; fludioxonil","soybean seed (cv. S31-V3) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1160",96,"2003-4",1,"soybean stand count",NA,"3","# plants/m","LSD","mean",0,5,NA,"36.4",4,5,NA,32.4,"ns","untreated_seedF","untreated","untreated soybean (cv. Sloan)","mefenoxam; fludioxonil","soybean seed (cv. Sloan) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1161",96,"2003-4",1,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,5,NA,"4019.9",4,5,NA,3886.8,"ns","untreated_seedF","untreated","untreated soybean (cv. Sloan)","mefenoxam; fludioxonil","soybean seed (cv. Sloan) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1162",96,"2003-4",7,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,5,NA,"21.5",4,5,NA,21.5,"ns","untreated_seedF","untreated","untreated soybean (cv. Sloan)","mefenoxam; fludioxonil","soybean seed (cv. Sloan) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1163",96,"2003-4",7,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,5,NA,"2983.7",4,5,NA,3396.3,"ns","untreated_seedF","untreated","untreated soybean (cv. Sloan)","mefenoxam; fludioxonil","soybean seed (cv. Sloan) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1164",96,"2003-4",8,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,5,NA,"56.2",4,5,NA,57.3,"ns","untreated_seedF","untreated","untreated soybean (cv. Sloan)","mefenoxam; fludioxonil","soybean seed (cv. Sloan) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1165",96,"2003-4",8,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,5,NA,"2731.7",4,5,NA,2770,"ns","untreated_seedF","untreated","untreated soybean (cv. Sloan)","mefenoxam; fludioxonil","soybean seed (cv. Sloan) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1166",96,"2003-4",1,"soybean stand count",NA,"3","# plants/m","LSD","mean",0,21,NA,"38.2",4,21,NA,32.2,"ns","untreated_seedF","untreated","untreated soybean (cv. Stine 2402)","mefenoxam; fludioxonil","soybean seed (cv. Stine 2402) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1167",96,"2003-4",1,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,21,NA,"4145.6",4,21,NA,3829.1,"ns","untreated_seedF","untreated","untreated soybean (cv. Stine 2402)","mefenoxam; fludioxonil","soybean seed (cv. Stine 2402) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1168",96,"2003-4",7,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,21,NA,"16.2",4,21,NA,19.9,"ns","untreated_seedF","untreated","untreated soybean (cv. Stine 2402)","mefenoxam; fludioxonil","soybean seed (cv. Stine 2402) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1169",96,"2003-4",7,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,21,NA,"4230.2",4,21,NA,4302.8,"ns","untreated_seedF","untreated","untreated soybean (cv. Stine 2402)","mefenoxam; fludioxonil","soybean seed (cv. Stine 2402) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1170",96,"2003-4",8,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,21,NA,"57.4",4,21,NA,57.5,"ns","untreated_seedF","untreated","untreated soybean (cv. Stine 2402)","mefenoxam; fludioxonil","soybean seed (cv. Stine 2402) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1171",96,"2003-4",8,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,21,NA,"4116",4,21,NA,4192.6,"ns","untreated_seedF","untreated","untreated soybean (cv. Stine 2402)","mefenoxam; fludioxonil","soybean seed (cv. Stine 2402) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1172",96,"2003-4",7,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,19,NA,"23.8",4,19,NA,20.4,"ns","untreated_seedF","untreated","untreated soybean (cv. Williams)","mefenoxam; fludioxonil","soybean seed (cv. Williams) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1173",96,"2003-4",7,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,19,NA,"2823.1",4,19,NA,2339.1,"ns","untreated_seedF","untreated","untreated soybean (cv. Williams)","mefenoxam; fludioxonil","soybean seed (cv. Williams) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1174",96,"2003-4",8,"soybean stand count",NA,"4","# plants/m","LSD","mean",0,19,NA,"47",4,19,NA,48.4,"ns","untreated_seedF","untreated","untreated soybean (cv. Williams)","mefenoxam; fludioxonil","soybean seed (cv. Williams) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1175",96,"2003-4",8,"soybean grain yield",NA,"4","kg/ha","LSD","mean",0,19,NA,"2744.4",4,19,NA,2628.9,"ns","untreated_seedF","untreated","untreated soybean (cv. Williams)","mefenoxam; fludioxonil","soybean seed (cv. Williams) treated with mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1176",96,"2003-4",2,"soybean stand count",NA,"2","# plants/m","LSD","mean",0,22,NA,"",4,NA,NA,21.8,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1177",96,"2003-4",2,"soybean grain yield",NA,"2","kg/ha","LSD","mean",0,3136,NA,"",4,NA,NA,3122.5,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1178",96,"2003-4",2,"soybean stand count",NA,"3","# plants/m","LSD","mean",0,16.4,NA,"",4,NA,NA,14.3,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1179",96,"2003-4",2,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,2587.2,NA,"",4,NA,NA,2553.6,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg seed and 11.25 g a.i./100 kg seed) and fludixonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1180",96,"2003-4",5,"soybean stand count",NA,"3","# plants/m","LSD","mean",0,13,NA,"",3,NA,NA,14,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg) plus fludioxonil (2.5 g a.i./100 kg seed)","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1181",96,"2003-4",5,"soybean seedlings percent dampening off",NA,"3","%","LSD","mean",0,9,NA,"",3,NA,NA,12,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg) plus fludioxonil (2.5 g a.i./100 kg seed)","Pests","Pathogens","Soybean (infection of leaf tissue)","Fungicide","Seed","Early Season Pest Management"
"1182",96,"2003-4",5,"soybean grain yield",NA,"3","kg/ha","LSD","mean",0,5006.4,NA,"",3,NA,NA,4993,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean seed mefenoxam (3.75 g a.i./100 kg) plus fludioxonil (2.5 g a.i./100 kg seed)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1183",90,"2004-2",0,"soybean root mycorrhizal colonization (arbuscular mycorrhizae)",NA,"1","%","LSD","mean",0,NA,NA,"4.9",3,NA,NA,5.9,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Other Soil Properties","Biotic Factors","Soybean root mycorrhizal colonization","Fungicide","Seed","Early Season Pest Management"
"1184",90,"2004-2",0,"soybean stand count",NA,"1;2","# plants/ha","LSD","mean",0,NA,NA,"400400",3,NA,NA,402500,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1185",90,"2004-2",0,"soybean plant height",NA,"1;2","cm","LSD","mean",0,NA,NA,"93.7",3,NA,NA,93.5,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Crop Growth","Soybean (crop height)","Fungicide","Seed","Early Season Pest Management"
"1186",90,"2004-2",0,"soybean lodging score (range: 1 = no lodging to 5 = completely lodged)",NA,"1;2","score (1-5)","LSD","mean",0,NA,NA,"1.8",3,NA,NA,1.7,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Crop Damage","Soybean (# lodged)","Fungicide","Seed","Early Season Pest Management"
"1187",90,"2004-2",0,"soybean grain moisture",NA,"1;2","g/kg","LSD","mean",0,NA,NA,"105",3,NA,NA,104,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Grain Quality","Soybean","Fungicide","Seed","Early Season Pest Management"
"1188",90,"2004-2",0,"soybean seed mass",NA,"1;2","g/100 seed","LSD","mean",0,NA,NA,"12.7",3,NA,NA,12.7,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Grain Quality","Soybean","Fungicide","Seed","Early Season Pest Management"
"1189",90,"2004-2",0,"soybean grain yield",NA,"1;2","Mg/ha","LSD","mean",0,NA,NA,"4.2",3,NA,NA,4.1,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"1190",90,"2004-2",0,"soybean grain oil",NA,"1;2","g/kg","LSD","mean",0,NA,NA,"196",3,NA,NA,195,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Grain Quality","Soybean","Fungicide","Seed","Early Season Pest Management"
"1191",90,"2004-2",0,"soybean grain protein",NA,"1;2","g/kg","LSD","mean",0,NA,NA,"349",3,NA,NA,350,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment","Crop Yields","Grain Quality","Soybean","Fungicide","Seed","Early Season Pest Management"
"1192",90,"2004-2",0,"soybean root mycorrhizal colonization (arbuscular mycorrhizae)",NA,"2","%","LSD","mean",0,5,NA,"3.8",3,5,NA,1.4,"ns","untreated_seedF","untreated","untreated soybean, fumigated soil","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment, fumigated soil","Other Soil Properties","Biotic Factors","Soybean root mycorrhizal colonization","Fungicide","Seed","Early Season Pest Management"
"1193",90,"2004-2",0,"soybean root mycorrhizal colonization (arbuscular mycorrhizae)",NA,"2","%","LSD","mean",0,4,NA,"2.9",3,4,NA,5.6,"0.05","untreated_seedF","untreated","untreated soybean, nonfumigated soil","mefenoxam; fludioxonil","soybean with fludioxonil (0.037 g a.i. kg/seed) and mefenoxam (0.025 g a.i. kg/seed) seed treatment, non-fumigated soil","Other Soil Properties","Biotic Factors","Soybean root mycorrhizal colonization","Fungicide","Seed","Early Season Pest Management"
"1194",91,"2003-2",1,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"37",1,NA,NA,37,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1195",91,"2003-2",2,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"43",1,NA,NA,45,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1196",91,"2003-2",3,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"46",1,NA,NA,47,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1197",91,"2003-2",4,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"46",1,NA,NA,50,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1198",91,"2003-2",5,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"Not Determined",1,NA,NA,NA,"Not Determined","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1199",91,"2003-2",6,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"53",1,NA,NA,42,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1200",91,"2003-2",7,"soybean stand count",NA,"1","plants/sq m","LSM","mean",0,NA,NA,"28",1,NA,NA,34,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1201",91,"2003-2",1,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"42",1,NA,NA,38,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1202",91,"2003-2",8,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"14",1,NA,NA,47,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1203",91,"2003-2",2,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"39",1,NA,NA,49,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1204",91,"2003-2",3,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"12",1,NA,NA,24,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1205",91,"2003-2",4,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"32",1,NA,NA,32,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1206",91,"2003-2",5,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"Not Determined",1,NA,NA,NA,"Not Determined","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1207",91,"2003-2",6,"soybean stand count",NA,"2","plants/sq m","LSM","mean",0,NA,NA,"49",1,NA,NA,46,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Crop Yields","Stand Count","Soybean","Fungicide","Seed","Early Season Pest Management"
"1208",82,"2012-2",0,"cumulative intercepted photosynthetically active radiation",NA,"1;2","MJ/ sq. m","LSD","mean",0,9,NA,"541",1,9,NA,542,"ns","untreated_seedI","untreated","untreated soybeans (early June planting)","mefenoxam; fludioxonil (ApronMAXX RFC)","ApronMAXX RFC [mefenoxam (0.0057 mg ai per seed) and fludioxonil (0.0039 mg ai per seed)] early June planting","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"1209",82,"2012-2",0,"cumulative intercepted photosynthetically active radiation",NA,"1;2","MJ/ sq. m","LSD","mean",0,9,NA,"631",1,9,NA,631,"ns","untreated_seedI","untreated","untreated soybeans (early May planting)","mefenoxam; fludioxonil (ApronMAXX RFC)","ApronMAXX RFC [mefenoxam (0.0057 mg ai per seed) and fludioxonil (0.0039 mg ai per seed)] early May planting","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
