Res_key,Review_id,Paper_id,Duration,Loc_multi_results,Response_var,RV_trtspecifics,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_details,Trt2_name,Trt2_details,Tillage_1,Tillage_2,group_level1,group_level2,group_level3,per_change,actual_diff,sample_depth,sample_year,nutrient_groups,Trt_1name,Trt_2name,Trt_compare,Review
623,,143,1994-3,1,maize grain yield,,,3,Mg/ha,LSM,mean,1,NA,NA,10.6,2,NA,,10.4,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-1.886792453,-0.2,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
624,,143,1994-3,2,maize grain yield,,,1,Mg/ha,LSM,mean,0,NA,NA,13.3,1,NA,,13.2,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,-0.751879699,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
625,,143,1994-3,2,maize grain yield,,,1,Mg/ha,LSM,mean,0,NA,NA,13.3,2,NA,,13.1,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-1.503759398,-0.2,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
626,,143,1994-3,2,maize grain yield,,,1,Mg/ha,LSM,mean,1,NA,NA,13.2,2,NA,,13.1,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-0.757575758,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
627,,143,1994-3,2,maize grain yield,,,2,Mg/ha,LSM,mean,0,NA,NA,11.1,1,NA,,11.4,0.05,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,2.702702703,0.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
628,,143,1994-3,2,maize grain yield,,,2,Mg/ha,LSM,mean,0,NA,NA,11.1,2,NA,,11.1,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,0,0,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
629,,143,1994-3,2,maize grain yield,,,2,Mg/ha,LSM,mean,1,NA,NA,11.4,2,NA,,11.1,0.05,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-2.631578947,-0.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
630,,143,1994-3,2,maize grain yield,,,3,Mg/ha,LSM,mean,0,NA,NA,13.9,1,NA,,13.9,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,0,0,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
631,,143,1994-3,2,maize grain yield,,,3,Mg/ha,LSM,mean,0,NA,NA,13.9,2,NA,,13.8,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-0.71942446,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
632,,143,1994-3,2,maize grain yield,,,3,Mg/ha,LSM,mean,1,NA,NA,13.9,2,NA,,13.8,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-0.71942446,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
633,,143,1994-3,3,maize grain yield,,,1,Mg/ha,LSM,mean,0,NA,NA,10.2,1,NA,,11.2,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,9.803921569,1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
634,,143,1994-3,3,maize grain yield,,,1,Mg/ha,LSM,mean,0,NA,NA,10.2,2,NA,,9.9,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-2.941176471,-0.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
635,,143,1994-3,3,maize grain yield,,,1,Mg/ha,LSM,mean,1,NA,NA,11.2,2,NA,,9.9,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-11.60714286,-1.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
636,,143,1994-3,3,maize grain yield,,,2,Mg/ha,LSM,mean,0,NA,NA,10.5,1,NA,,10.5,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,0,0,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
637,,143,1994-3,3,maize grain yield,,,2,Mg/ha,LSM,mean,0,NA,NA,10.5,2,NA,,10.3,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-1.904761905,-0.2,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
638,,143,1994-3,3,maize grain yield,,,2,Mg/ha,LSM,mean,1,NA,NA,10.5,2,NA,,10.3,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-1.904761905,-0.2,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
639,,143,1994-3,3,maize grain yield,,,3,Mg/ha,LSM,mean,0,NA,NA,12.4,1,NA,,12.3,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,-0.806451613,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
640,,143,1994-3,3,maize grain yield,,,3,Mg/ha,LSM,mean,0,NA,NA,12.4,2,NA,,12.4,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,0,0,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
641,,143,1994-3,3,maize grain yield,,,3,Mg/ha,LSM,mean,1,NA,NA,12.3,2,NA,,12.4,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,0.81300813,0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
642,,143,1994-3,4,maize grain yield,,,1,Mg/ha,LSM,mean,0,NA,NA,7,1,NA,,7,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,0,0,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
643,,143,1994-3,4,maize grain yield,,,1,Mg/ha,LSM,mean,0,NA,NA,7,2,NA,,6.7,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-4.285714286,-0.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
644,,143,1994-3,4,maize grain yield,,,1,Mg/ha,LSM,mean,1,NA,NA,7,2,NA,,6.7,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-4.285714286,-0.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
645,,143,1994-3,4,maize grain yield,,,2,Mg/ha,LSM,mean,0,NA,NA,4.6,1,NA,,4.8,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,4.347826087,0.2,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
646,,143,1994-3,4,maize grain yield,,,2,Mg/ha,LSM,mean,0,NA,NA,4.6,2,NA,,4.5,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-2.173913043,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
647,,143,1994-3,4,maize grain yield,,,2,Mg/ha,LSM,mean,1,NA,NA,4.8,2,NA,,4.5,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-6.25,-0.3,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
648,,143,1994-3,4,maize grain yield,,,3,Mg/ha,LSM,mean,0,NA,NA,9.1,1,NA,,9.1,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Crop Yields,Grain Yields,Corn,0,0,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
649,,143,1994-3,4,maize grain yield,,,3,Mg/ha,LSM,mean,0,NA,NA,9.1,2,NA,,9,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-1.098901099,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
650,,143,1994-3,4,maize grain yield,,,3,Mg/ha,LSM,mean,1,NA,NA,9.1,2,NA,,9,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Crop Yields,Grain Yields,Corn,-1.098901099,-0.1,NA,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
687,,144,1986-3,0,maize leaf nitrogen content,at silking,,1,%,LSD,mean,0,NA,NA,2.69,1,NA,,2.89,0.05,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.434944238,0.2,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
687,,144,1986-3,0,maize leaf nitrogen content,at silking,,2,%,LSD,mean,0,NA,NA,2.69,1,NA,,2.89,0.05,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.434944238,0.2,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
687,,144,1986-3,0,maize leaf nitrogen content,at silking,,3,%,LSD,mean,0,NA,NA,2.69,1,NA,,2.89,0.05,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.434944238,0.2,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
688,,144,1986-3,0,maize leaf nitrogen content,at silking,,1,%,LSD,mean,0,NA,NA,2.69,2,NA,,2.93,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,8.921933086,0.24,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
688,,144,1986-3,0,maize leaf nitrogen content,at silking,,2,%,LSD,mean,0,NA,NA,2.69,2,NA,,2.93,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,8.921933086,0.24,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
688,,144,1986-3,0,maize leaf nitrogen content,at silking,,3,%,LSD,mean,0,NA,NA,2.69,2,NA,,2.93,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,8.921933086,0.24,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
689,,144,1986-3,0,maize leaf nitrogen content,at silking,,1,%,LSD,mean,0,NA,NA,2.69,3,NA,,2.78,ns,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,3.345724907,0.09,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
689,,144,1986-3,0,maize leaf nitrogen content,at silking,,2,%,LSD,mean,0,NA,NA,2.69,3,NA,,2.78,ns,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,3.345724907,0.09,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
689,,144,1986-3,0,maize leaf nitrogen content,at silking,,3,%,LSD,mean,0,NA,NA,2.69,3,NA,,2.78,ns,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,3.345724907,0.09,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
690,,144,1986-3,0,maize leaf nitrogen content,at silking,,1,%,LSD,mean,0,NA,NA,2.69,4,NA,,2.89,0.05,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.434944238,0.2,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
690,,144,1986-3,0,maize leaf nitrogen content,at silking,,2,%,LSD,mean,0,NA,NA,2.69,4,NA,,2.89,0.05,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.434944238,0.2,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
690,,144,1986-3,0,maize leaf nitrogen content,at silking,,3,%,LSD,mean,0,NA,NA,2.69,4,NA,,2.89,0.05,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.434944238,0.2,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
691,,144,1986-3,0,maize leaf nitrogen content,at silking,,1,%,LSD,mean,0,NA,NA,2.69,5,NA,,2.54,0.05,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,-5.576208178,-0.15,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
691,,144,1986-3,0,maize leaf nitrogen content,at silking,,2,%,LSD,mean,0,NA,NA,2.69,5,NA,,2.54,0.05,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,-5.576208178,-0.15,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
691,,144,1986-3,0,maize leaf nitrogen content,at silking,,3,%,LSD,mean,0,NA,NA,2.69,5,NA,,2.54,0.05,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,-5.576208178,-0.15,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
692,,144,1986-3,0,maize stand count,,,1,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,1,NA,,26.9,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Stand Count,Corn,1.509433962,0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
692,,144,1986-3,0,maize stand count,,,2,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,1,NA,,26.9,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Stand Count,Corn,1.509433962,0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
692,,144,1986-3,0,maize stand count,,,3,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,1,NA,,26.9,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Stand Count,Corn,1.509433962,0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
693,,144,1986-3,0,maize stand count,,,1,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,2,NA,,26.1,ns,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Stand Count,Corn,-1.509433962,-0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
693,,144,1986-3,0,maize stand count,,,2,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,2,NA,,26.1,ns,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Stand Count,Corn,-1.509433962,-0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
693,,144,1986-3,0,maize stand count,,,3,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,2,NA,,26.1,ns,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Stand Count,Corn,-1.509433962,-0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
