"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review","per_change","actual_diff"
1605,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,117,6,9,NA,124,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",5.98290598290598,7
1606,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,2,2,7,NA,1,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-50,-1
1607,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,2,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1608,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,2,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1609,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,105,2,7,NA,112,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",6.66666666666667,7
1610,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,2,8,NA,1,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-66.6666666666667,-2
1611,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,2,8,NA,4,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",33.3333333333333,1
1612,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,23,2,8,NA,68,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",195.652173913043,45
1613,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,112,2,8,NA,108,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-3.57142857142857,-4
1614,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,3,2,9,NA,1,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-66.6666666666667,-2
1615,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,1,2,9,NA,7,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",600,6
1616,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,27,2,9,NA,73,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",170.37037037037,46
1617,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,109,2,9,NA,110,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0.917431192660551,1
1618,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,95,2,7,NA,91,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-4.21052631578947,-4
1619,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,100,2,8,NA,96,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-4,-4
1620,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,90,2,9,NA,94,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",4.44444444444444,4
1621,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,125,2,7,NA,123,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-1.6,-2
1622,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,124,2,8,NA,117,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-5.64516129032258,-7
1623,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,117,2,9,NA,107,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-8.54700854700855,-10
1624,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,2,5,7,NA,2,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1625,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,5,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1626,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,5,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1627,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,105,5,7,NA,106,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0.952380952380952,1
1628,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,5,8,NA,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-33.3333333333333,-1
1629,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,5,8,NA,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-33.3333333333333,-1
1630,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,23,5,8,NA,50,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",117.391304347826,27
1631,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,112,5,8,NA,113,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0.892857142857143,1
1632,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,3,5,9,NA,1,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-66.6666666666667,-2
1633,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,1,5,9,NA,10,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",900,9
1634,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,27,5,9,NA,56,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",107.407407407407,29
1635,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,109,5,9,NA,105,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-3.6697247706422,-4
1636,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,95,5,7,NA,98,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",3.15789473684211,3
1637,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,100,5,8,NA,98,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-2,-2
1638,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,90,5,9,NA,94,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",4.44444444444444,4
1639,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,125,5,7,NA,135,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",8,10
1640,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,124,5,8,NA,132,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",6.45161290322581,8
1641,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,117,5,9,NA,119,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",1.70940170940171,2
1642,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,23,0,11,21,23,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-bandorganophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1643,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,24,0,11,21,24,10,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-bandorganophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",1000,10
1644,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,25,3,11,21,25,17,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-bandorganophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",466.666666666667,14
1645,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,23,0,12,21,23,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1646,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,24,0,12,21,24,3,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",300,3
1647,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,25,3,12,21,25,5,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",66.6666666666667,2
1648,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,23,NA,141,11,23,NA,149,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-bandorganophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",5.67375886524823,8
1649,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,24,NA,151,11,24,NA,133,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-bandorganophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-11.9205298013245,-18
1650,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,25,NA,152,11,25,NA,127,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-bandorganophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-16.4473684210526,-25
1651,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,23,NA,141,12,23,NA,142,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0.709219858156028,1
1652,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,24,NA,151,12,24,NA,148,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-1.98675496688742,-3
1653,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,25,NA,152,12,25,NA,157,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",3.28947368421053,5
1654,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,23,0,11,20,23,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1655,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,24,0,11,20,24,23,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",2300,23
1656,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,25,2,11,20,25,36,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (Terbufos 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",1700,34
1657,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,23,0,12,20,23,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1658,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,24,0,12,20,24,7,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",700,7
1659,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,25,2,12,20,25,15,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (Terbufos 20% ai controlled release granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",650,13
1660,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,2,1,7,NA,2,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
