Paper_id,Duration,Trt_id,Year,Till_type,Till_depth_cm,Till_numpasses,Till_dates,Trt_name,Trt_other_description,,,,,,,,,,,,,,,,,
293,1962-48,0,0,moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring,,,,,,,,,,,,,,,,,,,,,,
293,1962-48,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
294,1985-28,0,0,moldboard plow (20 cm) in spring (till 2003 then switched to fall),,,,,,,,,,,,,,,,,,,,,,
294,1985-28,1,0,chisel plow (10 cm) in fall and disked in spring (10 cm),,,,,,,,,,,,,,,,,,,,,,
294,1985-28,2,0,disked in spring (10 cm),,,,,,,,,,,,,,,,,,,,,,
294,1985-28,3,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
294,1985-28,4,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
294,1985-28,5,0,,,,,,0 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,6,0,,,,,,75 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,7,0,,,,,,150 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,8,0,,,,,,300 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,9,0,,,,,,40 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,10,0,,,,,,80 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,11,0,,,,,,120 kg N/ha,,,,,,,,,,,,,,,,,
294,1985-28,12,0,,,,,,160 kg N/ha,,,,,,,,,,,,,,,,,
295,2002-10,0,0,moldboard plow (25 cm) in fall with spring cultivation (10 cm),,,,,,,,,,,,,,,,,,,,,,
295,2002-10,1,0,chisel plow (22-25 cm) in fall with spring cultivation (10 cm),,,,,,,,,,,,,,,,,,,,,,
295,2002-10,2,0,deep rip (46 cm) with spring cultivation (10 cm),,,,,,,,,,,,,,,,,,,,,,
295,2002-10,3,0,strip tillage,,,,,,,,,,,,,,,,,,,,,,
295,2002-10,4,0, no-tillage,,,,,,,,,,,,,,,,,,,,,,
296,1994-9,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
296,1994-9,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
296,1994-9,2,0,,,,,,tile drainage,,,,,,,,,,,,,,,,,
296,1994-9,3,0,,,,,,undrained,,,,,,,,,,,,,,,,,
297,1962-30,0,0,chisel plow (15-20 cm) or minimum conservation tillage,20,,,,,,,,,,,,,,,,,,,,,
297,1962-30,1,0,no-tillage,0,,,,,,,,,,,,,,,,,,,,,
298,1970-42,0,0,moldboard plow (15 cm),15,1,,,,,,,,,,,,,,,,,,,,
298,1970-42,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
299,2008-4,0,0,disk-chisel (20 cm) in fall with field cultivator (9 cm) preplant,20,2,,,,,,,,,,,,,,,,,,,,
299,2008-4,1,0,strip tillage (20 cm) in fall,20,1,,,,,,,,,,,,,,,,,,,,
299,2008-4,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
300,2011-2,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
300,2011-2,1,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
301,2000-7,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
301,2000-7,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
302,2010-3,0,0,conventional tillage (22-25 cm) in spring followed with field cultivator (10 cm),25,2,,,,,,,,,,,,,,,,,,,,
302,2010-3,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
303,2008-4,0,0,disk-chisel (20 cm) in fall with field cultivator (9 cm) preplant,20,2,,,,,,,,,,,,,,,,,,,,
303,2008-4,1,0,strip tillage (20 cm) in fall,20,1,,,,,,,,,,,,,,,,,,,,
303,2008-4,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
304,2003-11,0,0,moldboard plow (25 cm) in fall with spring field cultivation (10 cm),25,2,,,,,,,,,,,,,,,,,,,,
304,2003-11,1,0,deep rip (46 cm) in fall with spring field cultivation (10 cm),46,2,,,,,,,,,,,,,,,,,,,,
304,2003-11,2,0,chisel plow (22-25 cm) in fall with spring field cultivation (10 cm),25,2,,,,,,,,,,,,,,,,,,,,
304,2003-11,3,0,strip tillage (20 cm) in fall,20,1,,,,,,,,,,,,,,,,,,,,
304,2003-11,4,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
305,2008-3,0,0,chisel plow (15-25 cm) in fall with spring disking and field cultivation (10 cm),25,3,,,,,,,,,,,,,,,,,,,,
305,2008-3,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
305,2008-3,2,0,,,,,,complete removal of maize stover residue,,,,,,,,,,,,,,,,,
305,2008-3,3,0,,,,,,partial removal of maize stover residue,,,,,,,,,,,,,,,,,
305,2008-3,4,0,,,,,,maize stover residue left in field,,,,,,,,,,,,,,,,,
305,2008-3,5,0,,,,,,0 kg N/ha,,,,,,,,,,,,,,,,,
305,2008-3,6,0,,,,,,56 kg N/ha,,,,,,,,,,,,,,,,,
305,2008-3,7,0,,,,,,112 kg N/ha,,,,,,,,,,,,,,,,,
305,2008-3,8,0,,,,,,168 kg N/ha,,,,,,,,,,,,,,,,,
305,2008-3,9,0,,,,,,224 kg N/ha,,,,,,,,,,,,,,,,,
305,2008-3,10,0,,,,,,280 kg N/ha,,,,,,,,,,,,,,,,,
306,2005-8,0,0,chisel plow (15-25 cm) in fall with spring disking and field cultivation (9 cm),25,3,,,,,,,,,,,,,,,,,,,,
306,2005-8,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
306,2005-8,2,0,,,,,,complete removal of maize stover residue,,,,,,,,,,,,,,,,,
306,2005-8,3,0,,,,,,partial removal of maize stover residue,,,,,,,,,,,,,,,,,
306,2005-8,4,0,,,,,,maize stover residue left in field,,,,,,,,,,,,,,,,,
306,2005-8,5,0,,,,,,134 kg N/ha,,,,,,,,,,,,,,,,,
306,2005-8,6,0,,,,,,268 kg N/ha,,,,,,,,,,,,,,,,,
307,2005-8,0,0,chisel plow (15-25 cm) in fall with spring disking and field cultivation (9 cm),25,3,,,,,,,,,,,,,,,,,,,,
307,2005-8,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
307,2005-8,2,0,,,,,,complete removal of maize stover residue,,,,,,,,,,,,,,,,,
307,2005-8,3,0,,,,,,partial removal of maize stover residue,,,,,,,,,,,,,,,,,
307,2005-8,4,0,,,,,,maize stover residue left in field,,,,,,,,,,,,,,,,,
307,2005-8,5,0,,,,,,134 kg N/ha,,,,,,,,,,,,,,,,,
307,2005-8,6,0,,,,,,268 kg N/ha,,,,,,,,,,,,,,,,,
308,2008-3,0,0,chisel plow (20 cm) in fall with spring field cultivation (9 cm),20,2,,,,,,,,,,,,,,,,,,,,
308,2008-3,1,0,strip tillage in fall (20 cm),20,1,,,,,,,,,,,,,,,,,,,,
308,2008-3,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
308,2008-3,3,0,,,,,,0 kg N/ha,,,,,,,,,,,,,,,,,
308,2008-3,4,0,,,,,,45 kg N/ha,,,,,,,,,,,,,,,,,
308,2008-3,5,0,,,,,,90 kg N/ha,,,,,,,,,,,,,,,,,
308,2008-3,6,0,,,,,,134 kg N/ha,,,,,,,,,,,,,,,,,
308,2008-3,7,0,,,,,,179 kg N/ha,,,,,,,,,,,,,,,,,
308,2008-3,8,0,,,,,,224 kg N/ha,,,,,,,,,,,,,,,,,
309,1986-28,0,0,chisel plow (25 cm) in fall with spring disking,25,2,,,,,,,,,,,,,,,,,,,,
309,1986-28,1,0,disk tillage in fall with spring disking,,2,,,,,,,,,,,,,,,,,,,,
309,1986-28,2,0,moldboard plow (25 cm) in fall with spring disking,25,2,,,,,,,,,,,,,,,,,,,,
309,1986-28,3,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
309,1986-28,4,0,ridge-tillage,,1,,,,,,,,,,,,,,,,,,,,
309,1986-28,5,0,subsoil tillage (36 cm) in fall with spring disking,36,2,,,,,,,,,,,,,,,,,,,,
309,1986-28,6,0,,,,,,continuous maize,,,,,,,,,,,,,,,,,
309,1986-28,7,0,,,,,,maize-soybean rotation (maize data only),,,,,,,,,,,,,,,,,
310,2011-3,0,0,chisel plow (20 cm) in spring,20,1,,,,,,,,,,,,,,,,,,,,
310,2011-3,1,0,ridge-tillage when crops at V6 stage,,1,,,,,,,,,,,,,,,,,,,,
310,2011-3,2,0,,,,,,rye cover crop,,,,,,,,,,,,,,,,,
310,2011-3,3,0,,,,,,no cover crop,,,,,,,,,,,,,,,,,
310,2011-3,4,0,,,,,,depression topographical position,,,,,,,,,,,,,,,,,
310,2011-3,5,0,,,,,,slope topographical position,,,,,,,,,,,,,,,,,
310,2011-3,6,0,,,,,,summit topographical position,,,,,,,,,,,,,,,,,
311,1989-5,0,0,deep tillage (90 cm) in fall at beginning of experiment (once),,,,,,,,,,,,,,,,,,,,,,
311,1989-5,1,0,deep tillage (60 cm) in fall at beginning of experiment (once),,,,,,,,,,,,,,,,,,,,,,
311,1989-5,2,0,deep tillage (40 cm) in fall at beginning of experiment (once),,,,,,,,,,,,,,,,,,,,,,
311,1989-5,3,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
311,1989-5,4,0,reduced tillage with disking and field cultivation each year,,,,,,,,,,,,,,,,,,,,,,
312,1981-34,0,0,moldboard plow (20 cm) in fall and disked twice (15 cm) in spring,20,3,,,,,,,,,,,,,,,,,,,,
312,1981-34,1,0,chisel plow in fall (30 cm) and disked once in spring (15 cm),30,2,,,,,,,,,,,,,,,,,,,,
312,1981-34,2,0,disked twice in spring (15 cm),15,2,,,,,,,,,,,,,,,,,,,,
312,1981-34,3,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
313,1987-26,0,0,chisel plow in fall with two passes of field cultivation in spring,,3,,,,,,,,,,,,,,,,,,,,
313,1987-26,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
314,1994-18,0,0,chisel-tillage (20 cm) with spring disking,20,2,,,,,,,,,,,,,,,,,,,,
314,1994-18,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
314,1994-18,2,0,,,,,,tile drainage,,,,,,,,,,,,,,,,,
314,1994-18,3,0,,,,,,no tile drainage,,,,,,,,,,,,,,,,,
315,2011-3,0,0,moldboard plow in spring,,1,,,,,,,,,,,,,,,,,,,,
315,2011-3,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
315,2011-3,2,0,,,,,,winter rye cover crop,,,,,,,,,,,,,,,,,
315,2011-3,3,0,,,,,,no cover crop,,,,,,,,,,,,,,,,,
316,1962-50,0,0,moldboard plow (20-30 cm) in fall ith spring cultivation (10 cm),30,2,,,,,,,,,,,,,,,,,,,,
316,1962-50,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
317,2003-11,0,0,moldboard plow (25 cm) with spring cultivation (10 cm),25,2,,,,,,,,,,,,,,,,,,,,
317,2003-11,1,0,deep tillage (46 cm) with spring cultivation (10 cm),46,2,,,,,,,,,,,,,,,,,,,,
317,2003-11,2,0,chisel plow (22-25 cm) with spring cultivation (10 cm),25,2,,,,,,,,,,,,,,,,,,,,
317,2003-11,3,0,strip tillage (20 cm),20,1,,,,,,,,,,,,,,,,,,,,
317,2003-11,4,0,no-tillage (15 cm of residue cleared),0,0,,,,,,,,,,,,,,,,,,,,
318,2009-1,0,0,chisel plow (25 cm) in spring with secondary tillage,25,2,,,,,,,,,,,,,,,,,,,,
318,2009-1,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
319,2014-2,0,0,moldboard plow in fall with spring field cultivator,,2,,deep tillage,,,,,,,,,,,,,,,,,,
319,2014-2,1,0,chisel plow in fall with spring field cultivator,,2,,conventional tillage,,,,,,,,,,,,,,,,,,
319,2014-2,2,0,vertical tillage tool in spring,,1,,minimum tillage,,,,,,,,,,,,,,,,,,
319,2014-2,3,0,no-tillage with paraquat (0.84 kg/ha) burndown,,0,,no-tillage,,,,,,,,,,,,,,,,,,
320,2000-11,0,0,chisel plow and disk in fall (15-20 cm) with spring disk/field cultivation (10-15 cm),20,2,,,,,,,,,,,,,,,,,,,,
320,2000-11,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
320,2000-11,2,0,,,,,,crop residue removed,,,,,,,,,,,,,,,,,
320,2000-11,3,0,,,,,,crop residue left in field,,,,,,,,,,,,,,,,,
321,2011-4,0,0,chisel plow (20 cm) and rototilled (20 cm) in spring,,,,,,,,,,,,,,,,,,,,,,
321,2011-4,1,0,strip tillage and rototiller in rows (20 cm) in spring,,,,,,,,,,,,,,,,,,,,,,
321,2011-4,2,0,,,,,,rye-vetch cover crop mixture,,,,,,,,,,,,,,,,,
321,2011-4,3,0,,,,,,segregated strips of rye and vetch cover crops,,,,,,,,,,,,,,,,,
322,1987-28,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
322,1987-28,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
322,1987-28,2,0,,,,,,Bacillus firmus nematicide,,,,,,,,,,,,,,,,,
322,1987-28,3,0,,,,,,abamectin (2013) or Pasteuria nishizawae (2014 and 2015) nematicide,,,,,,,,,,,,,,,,,
322,1987-28,4,0,,,,,,no nematicide,,,,,,,,,,,,,,,,,
323,2002-14,0,0,disk tillage,,,,,,,,,,,,,,,,,,,,,,
323,2002-14,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
323,2002-14,2,0,,,,,,>70% stover residue removal,,,,,,,,,,,,,,,,,
323,2002-14,3,0,,,,,,~35% stover residue removal,,,,,,,,,,,,,,,,,
323,2002-14,4,0,,,,,,0% stover residue removal,,,,,,,,,,,,,,,,,
324,1991-23,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
324,1991-23,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
325,1980-35,0,0,moldboard plow (25 cm) in fall with spring disking (<10 cm),25,2,,,,,,,,,,,,,,,,,,,,
325,1980-35,1,0,chisel plow (25 cm) in fall with spring disking (<10 cm),25,2,,,,,,,,,,,,,,,,,,,,
325,1980-35,2,0,tandem disk (10 cm) in fall with spring disking (<10 cm),10,2,,,,,,,,,,,,,,,,,,,,
325,1980-35,3,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
326,1985-11,0,0,moldboard plow after maize and chisel plow after soybean in the fall,,,,,,,,,,,,,,,,,,,,,,
326,1985-11,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
