Change Status,Paper_id,Duration,Year_result,Loc_multi_results,Review_id,Group_RV,Response_var,RV_depth,RV_year,RV_trtspecifics,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_description,Trt2_name,Trt2_description,Tillage_1,Tillage_2,Res_key,group_metric,main_group,per_change,actual_diff,sample_depth,sample_year,Tillage_1name,Tillage_2name,Tillage_compare
ok,217,1994-4,4,1,Tillage,Pest Regulation,population density of soybean cyst nematode (Heterodera glycines) in cyst stage (Spring),,4, site 2,#/100 cm^3 of soil,,mean,1,NA,NA,3823,3,NA,NA,5838,,disc_NT,spring disking (10 cm) and field cultivation (5 cm),spring disking (10 cm) and field cultivation (5 cm),no-tillage,no-tillage,2,16,14236,Soybean Cyst Nematode (#),Nematodes,52.70729793,2015,NA,Years 2-5,Disc plow,No tillage,Disc plow - No tillage
ok,217,1994-4,4,1,Tillage,Pest Regulation,population density of soybean cyst nematode (Heterodera glycines) in cyst stage (Spring),,4, site 2,#/100 cm^3 of soil,,mean,1,NA,NA,3823,0,NA,NA,5445,,CP_disc  reverse,spring disking (10 cm) and field cultivation (5 cm),spring disking (10 cm) and field cultivation (5 cm),NA,NA,2,6,14267,Soybean Cyst Nematode (#),Nematodes,42.42741303,1622,NA,Years 2-5,Disc plow,Chisel plow,Disc plow - Chisel plow
ok,218,1994-4,0,0,Tillage,Crop Production,soybean grain yield,,1,,kg/ha,ANOVA,mean,0,NA,NA,2786,2,NA,NA,2663,ns,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,7487,Soybean,Yield,-4.414931802,-123,NA,Year 1,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,218,1994-4,0,0,Tillage,Crop Production,soybean grain yield,,2,,kg/ha,ANOVA,mean,0,NA,NA,2786,2,NA,NA,2663,ns,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,7487,Soybean,Yield,-4.414931802,-123,NA,Years 2-5,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,218,1994-4,0,0,Tillage,Crop Production,soybean grain yield,,3,,kg/ha,ANOVA,mean,0,NA,NA,2786,2,NA,NA,2663,ns,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,7487,Soybean,Yield,-4.414931802,-123,NA,Years 2-5,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,218,1994-4,0,0,Tillage,Crop Production,soybean grain yield,,4,,kg/ha,ANOVA,mean,0,NA,NA,2786,2,NA,NA,2663,ns,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,7487,Soybean,Yield,-4.414931802,-123,NA,Years 2-5,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,218,1994-4,2,0,Tillage,Crop Production,maize grain yield,,2,,kg/ha,ANOVA,mean,1,NA,NA,4699,2,NA,NA,4254,,disc_NT,disking three times in spring,disking three times in spring,no-tillage,no-tillage,2,16,14256,Corn,Yield,-9.470100021,-445,NA,Years 2-5,Disc plow,No tillage,Disc plow - No tillage
ok,218,1994-4,2,0,Tillage,Crop Production,maize grain yield,,2,,kg/ha,ANOVA,mean,0,NA,NA,4888,1,NA,NA,4699,,MP_disc,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,disking three times in spring,disking three times in spring,1,2,14258,Corn,Yield,-3.866612111,-189,NA,Years 2-5,Moldboard plow,Disc plow,Moldboard plow - Disc plow
ok,218,1994-4,2,0,Tillage,Crop Production,maize grain yield,,2,,kg/ha,ANOVA,mean,0,NA,NA,4888,2,NA,NA,4254,,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,14259,Corn,Yield,-12.9705401,-634,NA,Years 2-5,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,218,1994-4,3,0,Tillage,Crop Production,maize grain yield,,3,,kg/ha,ANOVA,mean,1,NA,NA,7629,2,NA,NA,7316,,disc_NT,disking three times in spring,disking three times in spring,no-tillage,no-tillage,2,16,14297,Corn,Yield,-4.102765762,-313,NA,Years 2-5,Disc plow,No tillage,Disc plow - No tillage
ok,218,1994-4,4,0,Tillage,Crop Production,maize grain yield,,4,,kg/ha,ANOVA,mean,1,NA,NA,7818,2,NA,NA,7253,,disc_NT,disking three times in spring,disking three times in spring,no-tillage,no-tillage,2,16,14301,Corn,Yield,-7.226912254,-565,NA,Years 2-5,Disc plow,No tillage,Disc plow - No tillage
ok,218,1994-4,4,0,Tillage,Crop Production,maize grain yield,,4,,kg/ha,ANOVA,mean,0,NA,NA,7836,2,NA,NA,7253,,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,14303,Corn,Yield,-7.440020419,-583,NA,Years 2-5,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,218,1994-4,3,0,Tillage,Crop Production,maize grain yield,,3,,kg/ha,ANOVA,mean,0,NA,NA,8784,1,NA,NA,7629,,MP_disc,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,disking three times in spring,disking three times in spring,1,2,14308,Corn,Yield,-13.1489071,-1155,NA,Years 2-5,Moldboard plow,Disc plow,Moldboard plow - Disc plow
ok,218,1994-4,3,0,Tillage,Crop Production,maize grain yield,,3,,kg/ha,ANOVA,mean,0,NA,NA,8784,2,NA,NA,7316,,MP_NT,moldboard plow and 3 disk passes in spring,moldboard plow and 3 disk passes in spring,no-tillage,no-tillage,1,16,14309,Corn,Yield,-16.71220401,-1468,NA,Years 2-5,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,33,,# seeds/sq m,,mean,0,NA,NA,169,2,NA,NA,2324,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7612,Community (Abundance),Weeds,1275.147929,2155,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,34,,# seeds/sq m,,mean,0,NA,NA,169,2,NA,NA,2324,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7612,Community (Abundance),Weeds,1275.147929,2155,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,35,,# seeds/sq m,,mean,0,NA,NA,169,2,NA,NA,2324,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7612,Community (Abundance),Weeds,1275.147929,2155,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,36,,# seeds/sq m,,mean,0,NA,NA,169,2,NA,NA,2324,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7612,Community (Abundance),Weeds,1275.147929,2155,0-25 cm,Years 36-40,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,33,,# seeds/sq m,,mean,1,NA,NA,271,2,NA,NA,2324,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7631,Community (Abundance),Weeds,757.5645756,2053,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,34,,# seeds/sq m,,mean,1,NA,NA,271,2,NA,NA,2324,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7631,Community (Abundance),Weeds,757.5645756,2053,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,35,,# seeds/sq m,,mean,1,NA,NA,271,2,NA,NA,2324,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7631,Community (Abundance),Weeds,757.5645756,2053,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,36,,# seeds/sq m,,mean,1,NA,NA,271,2,NA,NA,2324,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7631,Community (Abundance),Weeds,757.5645756,2053,0-25 cm,Years 36-40,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,33,,# seeds/sq m,,mean,0,NA,NA,376,2,NA,NA,1952,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7644,Community (Abundance),Weeds,419.1489362,1576,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,34,,# seeds/sq m,,mean,0,NA,NA,376,2,NA,NA,1952,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7644,Community (Abundance),Weeds,419.1489362,1576,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,35,,# seeds/sq m,,mean,0,NA,NA,376,2,NA,NA,1952,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7644,Community (Abundance),Weeds,419.1489362,1576,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,36,,# seeds/sq m,,mean,0,NA,NA,376,2,NA,NA,1952,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7644,Community (Abundance),Weeds,419.1489362,1576,0-25 cm,Years 36-40,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,33,,# seeds/sq m,,mean,0,NA,NA,400,2,NA,NA,6981,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7646,Community (Abundance),Weeds,1645.25,6581,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,34,,# seeds/sq m,,mean,0,NA,NA,400,2,NA,NA,6981,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7646,Community (Abundance),Weeds,1645.25,6581,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,35,,# seeds/sq m,,mean,0,NA,NA,400,2,NA,NA,6981,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7646,Community (Abundance),Weeds,1645.25,6581,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,36,,# seeds/sq m,,mean,0,NA,NA,400,2,NA,NA,6981,,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7646,Community (Abundance),Weeds,1645.25,6581,0-25 cm,Years 36-40,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,33,,# seeds/sq m,,mean,1,NA,NA,776,2,NA,NA,1952,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7711,Community (Abundance),Weeds,151.5463918,1176,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,34,,# seeds/sq m,,mean,1,NA,NA,776,2,NA,NA,1952,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7711,Community (Abundance),Weeds,151.5463918,1176,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,35,,# seeds/sq m,,mean,1,NA,NA,776,2,NA,NA,1952,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7711,Community (Abundance),Weeds,151.5463918,1176,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,5-10 cm,36,,# seeds/sq m,,mean,1,NA,NA,776,2,NA,NA,1952,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7711,Community (Abundance),Weeds,151.5463918,1176,0-25 cm,Years 36-40,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,33,,# seeds/sq m,,mean,1,NA,NA,1091,2,NA,NA,6981,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7712,Community (Abundance),Weeds,539.8716774,5890,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,34,,# seeds/sq m,,mean,1,NA,NA,1091,2,NA,NA,6981,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7712,Community (Abundance),Weeds,539.8716774,5890,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,35,,# seeds/sq m,,mean,1,NA,NA,1091,2,NA,NA,6981,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7712,Community (Abundance),Weeds,539.8716774,5890,0-25 cm,Years 31-35,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,total number of germinable seeds ,0-5 cm,36,,# seeds/sq m,,mean,1,NA,NA,1091,2,NA,NA,6981,,CP_NT,chisel plow [timing varied by site],chisel plow [timing varied by site],no-tillage,no-tillage,6,16,7712,Community (Abundance),Weeds,539.8716774,5890,0-25 cm,Years 36-40,Chisel plow,No tillage,Chisel plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,33,,# seeds/sq m,,mean,0,NA,NA,10,1,NA,NA,150,0.05,MP_CP,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],chisel plow [timing varied by site],chisel plow [timing varied by site],1,6,7517,Broadleaf (Abundance),Weeds,1400,140,0-25 cm,Years 31-35,Moldboard plow,Chisel plow,Moldboard plow - Chisel plow
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,34,,# seeds/sq m,,mean,0,NA,NA,10,1,NA,NA,150,0.05,MP_CP,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],chisel plow [timing varied by site],chisel plow [timing varied by site],1,6,7517,Broadleaf (Abundance),Weeds,1400,140,0-25 cm,Years 31-35,Moldboard plow,Chisel plow,Moldboard plow - Chisel plow
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,35,,# seeds/sq m,,mean,0,NA,NA,10,1,NA,NA,150,0.05,MP_CP,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],chisel plow [timing varied by site],chisel plow [timing varied by site],1,6,7517,Broadleaf (Abundance),Weeds,1400,140,0-25 cm,Years 31-35,Moldboard plow,Chisel plow,Moldboard plow - Chisel plow
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,36,,# seeds/sq m,,mean,0,NA,NA,10,1,NA,NA,150,0.05,MP_CP,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],chisel plow [timing varied by site],chisel plow [timing varied by site],1,6,7517,Broadleaf (Abundance),Weeds,1400,140,0-25 cm,Years 36-40,Moldboard plow,Chisel plow,Moldboard plow - Chisel plow
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,33,,# seeds/sq m,,mean,0,NA,NA,10,2,NA,NA,390,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7522,Broadleaf (Abundance),Weeds,3800,380,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,34,,# seeds/sq m,,mean,0,NA,NA,10,2,NA,NA,390,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7522,Broadleaf (Abundance),Weeds,3800,380,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,35,,# seeds/sq m,,mean,0,NA,NA,10,2,NA,NA,390,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7522,Broadleaf (Abundance),Weeds,3800,380,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,2,Tillage,Pest Regulation,density of yellow woodsorrel seeds,0-10 cm,36,,# seeds/sq m,,mean,0,NA,NA,10,2,NA,NA,390,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7522,Broadleaf (Abundance),Weeds,3800,380,0-25 cm,Years 36-40,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,density of corn speedwell seeds,0-10 cm,33,,# seeds/sq m,,mean,0,NA,NA,90,2,NA,NA,560,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7548,Broadleaf (Abundance),Weeds,522.2222222,470,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,density of corn speedwell seeds,0-10 cm,34,,# seeds/sq m,,mean,0,NA,NA,90,2,NA,NA,560,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7548,Broadleaf (Abundance),Weeds,522.2222222,470,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,density of corn speedwell seeds,0-10 cm,35,,# seeds/sq m,,mean,0,NA,NA,90,2,NA,NA,560,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7548,Broadleaf (Abundance),Weeds,522.2222222,470,0-25 cm,Years 31-35,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,222,1963-36,36,1,Tillage,Pest Regulation,density of corn speedwell seeds,0-10 cm,36,,# seeds/sq m,,mean,0,NA,NA,90,2,NA,NA,560,0.05,MP_NT,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],no-tillage,no-tillage,1,16,7548,Broadleaf (Abundance),Weeds,522.2222222,470,0-25 cm,Years 36-40,Moldboard plow,No tillage,Moldboard plow - No tillage
corrected: Soil to Water grouping,223,1993-6,5,0,Tillage,Water,annual subsurface drainage flow,,5, soybean after maize rotation with single UAN application to maize,mm,LSD,mean,0,NA,NA,55,NA,NA,NA,211,0.05,CP_NT,chisel plow in fall with field cultivation in spring,chisel plow in fall with field cultivation in spring,no-tillage,no-tillage,6,16,12002,Water Infiltration,Physical,283.6363636,156,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,223,1993-6,5,0,Tillage,Water,annual nitrate loss with subsurface drainage flow,,5, soybean after maize rotation with single UAN application to maize,kg-N/ha,LSD,mean,0,NA,NA,4,NA,NA,NA,16,ns,CP_NT,chisel plow in fall with field cultivation in spring,chisel plow in fall with field cultivation in spring,no-tillage,no-tillage,6,16,5198,Nitrate,Nutrient Runoff,300,12,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,223,1993-6,4,0,Tillage,Water,annual nitrate loss with subsurface drainage flow,,4, soybean after maize rotation with single UAN application to maize,kg-N/ha,LSD,mean,0,NA,NA,6,NA,NA,NA,13,0.05,CP_NT,chisel plow in fall with field cultivation in spring,chisel plow in fall with field cultivation in spring,no-tillage,no-tillage,6,16,6099,Nitrate,Nutrient Runoff,116.6666667,7,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,223,1993-6,3,0,Tillage,Water,annual nitrate loss with subsurface drainage flow,,3, soybean after maize rotation with single UAN application to maize,kg-N/ha,LSD,mean,0,NA,NA,10,NA,NA,NA,23,ns,CP_NT,chisel plow in fall with field cultivation in spring,chisel plow in fall with field cultivation in spring,no-tillage,no-tillage,6,16,8099,Nitrate,Nutrient Runoff,130,13,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,225,1980-18,10,1,Tillage,Soil,infiltration rate,0-7.6 cm,10,,mm/h,,mean,1,NA,NA,114,2,NA,NA,481,ns,CP_NT,spring chisel,spring chisel,no-tillage,no-tillage,6,16,12800,Water Infiltration,Physical,321.9298246,367,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,226,1995-5,3,0,Tillage,Soil,net N-mineralization,0-20 cm,3,(5/29-6/26),kg N/ha,,mean,0,NA,NA,-1,1,NA,NA,4,ns,CP_NT,chisel plow,chisel plow,no-tillage,no-tillage,6,16,65,Nitrogen (Total),Chemical,-500,5,0-25 cm,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,226,1995-5,2,0,Tillage,Soil,net N-mineralization,0-20 cm,2,(6/13-7/12),kg N/ha,,mean,0,NA,NA,1,1,NA,NA,-2,ns,CP_NT,chisel plow,chisel plow,no-tillage,no-tillage,6,16,1444,Nitrogen (Total),Chemical,-300,-3,0-25 cm,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,228,1993-8,8,0,Tillage,Soil,soil surface cover (September),,8,no manures added,%,Duncans,mean,0,NA,NA,13,1,NA,NA,41,0.05,CP_NT,fall chisel plow with spring disking before planting,fall chisel plow with spring disking before planting,no-tillage,no-tillage,6,16,8946,Surface Residue,Physical,215.3846154,28,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,228,1993-8,8,0,Tillage,Soil,soil surface cover (September),,8,manures added,%,Duncans,mean,0,NA,NA,18,1,NA,NA,56,0.05,CP_NT,fall chisel plow with spring disking before planting,fall chisel plow with spring disking before planting,no-tillage,no-tillage,6,16,9937,Surface Residue,Physical,211.1111111,38,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,228,1993-8,8,0,Tillage,Soil,soil surface cover (May),,8,no manures added,%,Duncans,mean,0,NA,NA,19,1,NA,NA,68,0.05,CP_NT,fall chisel plow with spring disking before planting,fall chisel plow with spring disking before planting,no-tillage,no-tillage,6,16,10157,Surface Residue,Physical,257.8947368,49,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,228,1993-8,8,0,Tillage,Soil,soil surface cover (May),,8,manures added,%,Duncans,mean,0,NA,NA,25,1,NA,NA,80,0.05,CP_NT,fall chisel plow with spring disking before planting,fall chisel plow with spring disking before planting,no-tillage,no-tillage,6,16,10784,Surface Residue,Physical,220,55,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,230,1993-8,10,0,Tillage,Soil,infiltration rate in soil after 2.5 hrs,,10,,cm/h,LSD,mean,0,NA,NA,7.89,2,NA,NA,27.26,0.1,MP_NT,moldboard plow (20-25 cm dep) in the fall followed by disking (7.5-10 cm),moldboard plow (20-25 cm dep) in the fall followed by disking (7.5-10 cm),no-tillage,no-tillage,1,16,7197,Water Infiltration,Physical,245.5006337,19.37,NA,Years 6-10,Moldboard plow,No tillage,Moldboard plow - No tillage
